Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,total_Max_Porch_Area,total_Porch
2114,70,RM,59.0,5870,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Feedr,1Fam,2Story,6,9,1900,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,5,7,BrkTil,5,5,1,2.0,0.0,2.0,0.0,554.0,554.0,GasA,10,1,5.0,736,554,0,1290,0.0,0.0,1,1,3,1,5,6,10,0,nan,Detchd,1926.0,2,1.0,200.0,3,5,3,38,112,0,0,0,0,0,3,Shed,400,4,2008,WD,Normal,test_col,150,150
2115,50,RM,50.0,6000,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1940,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,5,CBlock,5,5,1,5.0,521.0,2.0,0.0,460.0,981.0,GasA,10,1,5.0,1014,658,0,1672,0.0,0.0,1,1,3,1,7,6,10,1,Gd,Detchd,1940.0,2,1.0,240.0,5,5,3,0,11,0,0,0,0,0,5,nan,0,7,2008,WD,Normal,test_col,11,11
2116,30,RM,50.0,6000,Pave,nan,Reg,HLS,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1924,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,3,BrkTil,5,3,1,2.0,0.0,2.0,0.0,949.0,949.0,GasA,10,1,5.0,949,0,0,949,0.0,0.0,1,0,2,1,5,5,10,1,Fa,Detchd,1924.0,2,2.0,370.0,5,5,3,0,0,48,0,0,0,0,0,nan,0,7,2008,WD,Normal,test_col,48,48
2117,50,RM,50.0,6000,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1937,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,7,BrkTil,5,5,1,5.5,201.0,1.0,162.0,462.0,825.0,GasA,10,1,5.0,825,672,0,1497,0.0,0.0,2,0,3,1,5,5,10,0,nan,Detchd,2004.0,2,1.0,672.0,5,5,3,272,0,0,0,0,0,0,5,nan,0,5,2008,WD,Normal,test_col,272,272
2118,50,RM,50.0,6000,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,5,CBlock,5,5,1,1.0,264.0,2.0,0.0,475.0,739.0,GasA,10,1,5.0,874,468,0,1342,0.0,0.0,2,0,2,2,5,7,10,1,Gd,Detchd,1939.0,2,1.0,240.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,4,2008,WD,Normal,test_col,0,0
2119,45,RM,50.0,5000,Pave,nan,Reg,Bnk,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,BrkTil,5,5,1,2.0,0.0,2.0,0.0,992.0,992.0,GasA,10,1,5.0,1013,0,0,1013,0.0,0.0,1,0,3,1,5,6,10,0,nan,Detchd,1926.0,2,1.0,160.0,3,5,3,0,0,101,0,0,0,0,0,nan,0,4,2008,WD,Normal,test_col,101,101
2120,50,RM,60.0,5520,Pave,nan,IR1,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,7,1920,1997,Gable,CompShg,AsbShng,AsbShng,None,0.0,5,7,BrkTil,5,5,1,5.0,68.0,2.0,0.0,497.0,565.0,GasA,5,1,5.0,565,651,0,1216,1.0,0.0,1,0,3,1,5,6,10,1,Gd,BuiltIn,1920.0,3,1.0,355.0,3,5,3,0,0,180,0,0,0,0,3,nan,0,4,2008,WD,Normal,test_col,180,180
2121,20,RM,99.0,5940,Pave,nan,IR1,Lvl,AllPub,FR3,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,7,1946,1950,Gable,CompShg,MetalSd,CBlock,None,0.0,5,5,PConc,0,0,0,0.0,,0.0,,,,GasA,5,1,3.0,896,0,0,896,,,1,0,2,1,5,4,10,0,nan,Detchd,1946.0,2,1.0,280.0,5,5,3,0,0,0,0,0,0,0,3,nan,0,4,2008,ConLD,Abnorml,test_col,0,0
2122,50,RM,52.0,6240,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1929,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,PConc,5,5,1,3.0,80.0,2.0,0.0,624.0,704.0,GasA,10,1,5.0,624,512,0,1136,0.0,1.0,1,0,2,1,5,6,10,0,nan,Detchd,1990.0,2,1.0,336.0,5,5,3,0,365,80,0,0,0,0,0,nan,0,8,2008,WD,Normal,test_col,445,445
2123,30,RM,,6120,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,6,1945,1995,Gable,CompShg,Plywood,Plywood,None,0.0,5,7,CBlock,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,7,0,5.0,808,0,0,808,0.0,0.0,1,0,1,1,5,6,6,0,nan,Attchd,1925.0,2,1.0,164.0,5,5,1,0,48,0,0,0,0,0,0,nan,0,6,2008,WD,Normal,test_col,48,48
2124,50,RM,52.0,6240,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,5,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,5,BrkTil,5,5,2,5.5,300.0,1.0,240.0,449.0,989.0,GasA,5,1,5.0,1245,764,0,2009,0.0,0.0,2,0,4,1,5,7,6,1,Gd,Detchd,1939.0,2,2.0,400.0,5,5,3,0,20,0,0,0,0,0,3,nan,0,1,2008,WD,Normal,test_col,20,20
2125,70,RM,51.0,6120,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,5,1923,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,5,BrkTil,5,5,1,1.0,203.0,2.0,0.0,897.0,1100.0,GasA,5,1,5.0,1226,676,0,1902,0.0,0.0,2,0,4,1,5,7,10,0,nan,Detchd,1960.0,2,2.0,576.0,5,5,3,0,139,55,0,0,0,0,0,nan,0,10,2008,WD,Normal,test_col,194,194
2126,50,RL,60.0,9144,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,4,1915,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,7,BrkTil,5,5,1,2.0,0.0,2.0,0.0,810.0,810.0,GasA,10,1,5.0,1170,546,0,1716,0.0,0.0,2,0,4,1,7,8,10,0,nan,Detchd,1970.0,2,2.0,672.0,5,5,3,0,195,0,0,0,0,0,0,nan,0,3,2008,WD,Normal,test_col,195,195
2127,60,RM,57.0,8094,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,8,1910,1983,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,5,PConc,5,5,2,5.5,196.0,2.0,0.0,1046.0,1242.0,GasA,7,1,5.0,1242,742,0,1984,0.0,0.0,2,0,5,1,5,8,10,0,nan,Detchd,,0,1.0,360.0,0,0,3,64,0,180,0,0,0,0,3,Shed,1000,9,2008,WD,Normal,test_col,244,244
2128,50,RM,63.0,4347,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1910,1950,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,7,5,BrkTil,7,7,1,2.0,0.0,2.0,0.0,796.0,796.0,GasA,10,1,5.0,825,784,0,1609,0.0,0.0,1,0,3,1,5,7,10,0,nan,Detchd,1910.0,2,1.0,228.0,3,3,2,0,182,0,0,0,0,0,0,nan,0,6,2008,WD,Normal,test_col,182,182
2129,30,RM,,6291,Grvl,nan,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,RRNe,Norm,1Fam,1Story,6,6,1930,1950,Gable,CompShg,Stucco,Wd Shng,None,0.0,7,7,BrkTil,5,5,1,2.0,0.0,2.0,0.0,768.0,768.0,GasA,5,1,5.0,768,0,0,768,0.0,0.0,1,0,1,1,5,4,10,0,nan,Detchd,1930.0,2,2.0,440.0,5,5,2,0,0,84,0,0,0,0,0,nan,0,7,2008,WD,Normal,test_col,84,84
2130,70,RM,60.0,10266,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,6,1952,1952,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,CBlock,5,5,1,5.5,372.0,2.0,0.0,396.0,768.0,GasA,5,1,3.0,768,768,0,1536,0.0,0.0,1,1,4,1,5,7,10,0,nan,Detchd,1952.0,2,1.0,308.0,5,5,3,0,216,80,0,0,0,0,0,nan,0,5,2008,COD,Abnorml,test_col,296,296
2131,50,RM,60.0,6876,Pave,nan,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1938,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,5,BrkTil,5,5,1,2.0,0.0,2.0,0.0,1272.0,1272.0,GasA,5,1,5.0,1272,0,697,1969,0.0,0.0,2,0,4,1,5,9,8,1,Gd,Detchd,1938.0,2,2.0,400.0,5,5,3,0,34,0,0,0,0,0,0,nan,0,11,2008,COD,Normal,test_col,34,34
2132,50,RM,,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,1915,1978,Gable,CompShg,HdBoard,HdBoard,None,0.0,5,3,BrkTil,5,3,1,2.0,0.0,2.0,0.0,880.0,880.0,GasA,7,1,5.0,880,428,0,1308,0.0,0.0,2,0,2,1,5,6,10,0,nan,Detchd,1950.0,2,2.0,400.0,3,3,3,0,0,117,0,0,0,0,0,nan,0,4,2008,WD,Normal,test_col,117,117
2133,30,RM,60.0,7200,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,7,1925,1992,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,5,CBlock,5,5,1,2.0,0.0,2.0,0.0,1040.0,1040.0,GasA,7,1,5.0,1040,0,0,1040,0.0,0.0,1,0,2,1,5,5,10,0,nan,Detchd,1993.0,2,2.0,320.0,5,5,3,0,132,0,0,0,0,0,0,nan,0,7,2008,WD,Normal,test_col,132,132
2134,50,RM,62.0,7006,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,0.0,5,5,PConc,5,5,1,5.5,121.0,2.0,0.0,647.0,768.0,GasA,5,1,5.0,788,448,0,1236,1.0,0.0,2,0,3,1,5,6,10,1,Gd,Detchd,1985.0,2,1.0,384.0,5,5,3,0,0,0,0,0,0,0,3,nan,0,8,2008,WD,Family,test_col,0,0
2135,30,RM,60.0,10320,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,RRNe,Norm,1Fam,1Story,5,8,1912,1991,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,5,BrkTil,3,5,1,2.0,0.0,2.0,0.0,451.0,451.0,GasA,5,1,5.0,759,0,0,759,0.0,0.0,1,0,1,1,5,5,10,0,nan,Detchd,1997.0,2,2.0,576.0,5,5,2,40,0,0,0,0,0,0,0,nan,0,8,2008,ConLD,Family,test_col,40,40
2136,190,RM,60.0,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,3,3,1915,1950,Gable,CompShg,AsphShn,AsphShn,None,0.0,3,3,PConc,5,3,1,2.0,0.0,2.0,0.0,536.0,536.0,GasA,10,0,4.0,808,536,0,1344,0.0,0.0,2,0,3,2,5,8,10,0,nan,nan,,0,0.0,0.0,0,0,2,42,0,204,0,0,0,0,0,nan,0,5,2008,WD,Normal,test_col,246,246
2137,20,RL,82.0,9488,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1947,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,7,5,CBlock,5,5,1,2.0,0.0,2.0,0.0,1046.0,1046.0,GasA,7,0,5.0,1054,0,0,1054,0.0,0.0,1,0,3,1,5,6,10,0,nan,Detchd,1947.0,2,1.0,240.0,5,5,3,0,60,122,0,0,0,0,0,nan,0,9,2008,WD,Abnorml,test_col,182,182
2138,85,RL,,11235,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,SFoyer,5,6,1963,1963,Gable,CompShg,HdBoard,Wd Sdng,None,0.0,5,5,CBlock,7,5,3,5.0,784.0,2.0,0.0,197.0,981.0,GasA,5,1,5.0,1075,0,0,1075,1.0,0.0,1,0,3,1,7,6,10,0,nan,Detchd,1996.0,2,2.0,440.0,5,5,3,64,0,0,0,64,0,0,3,nan,0,5,2008,WD,Abnorml,test_col,128,128
2139,80,RL,80.0,13014,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1978,1978,Gable,CompShg,HdBoard,Plywood,BrkFace,39.0,5,5,CBlock,5,5,3,5.0,528.0,2.0,0.0,480.0,1008.0,GasA,5,1,5.0,1096,0,0,1096,1.0,0.0,1,0,3,1,5,6,10,1,Fa,Attchd,1978.0,2,2.0,484.0,5,5,3,168,0,0,0,0,0,0,0,nan,0,12,2008,WD,Normal,test_col,168,168
2140,20,RL,68.0,10265,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2005,Gable,CompShg,HdBoard,HdBoard,None,0.0,5,3,CBlock,5,5,1,5.0,758.0,2.0,0.0,234.0,992.0,GasA,10,1,5.0,992,0,0,992,1.0,0.0,1,0,3,1,7,6,10,0,nan,Attchd,1967.0,3,1.0,294.0,5,5,3,204,0,0,0,0,0,0,3,Shed,600,7,2008,WD,Normal,test_col,204,204
2141,85,RL,,7703,Pave,nan,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,8,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkCmn,40.0,5,5,CBlock,7,5,4,5.0,450.0,2.0,0.0,0.0,450.0,GasA,10,1,5.0,1034,0,0,1034,0.0,1.0,1,0,3,1,5,6,10,1,Po,Basment,1978.0,5,2.0,504.0,5,5,3,311,0,0,0,0,0,0,5,nan,0,5,2008,WD,Normal,test_col,311,311
2142,20,RL,,9981,Pave,nan,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,340.0,5,5,CBlock,5,5,2,3.0,221.0,2.0,0.0,852.0,1073.0,GasA,7,1,5.0,1073,0,0,1073,0.0,0.0,1,0,3,1,5,6,10,0,nan,Attchd,1967.0,3,1.0,270.0,5,5,3,0,90,0,0,0,0,0,3,nan,0,3,2008,WD,Normal,test_col,90,90
2143,85,RL,,7400,Pave,nan,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1984,1984,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,5,PConc,7,5,3,1.0,104.0,5.0,956.0,0.0,1060.0,GasA,5,1,5.0,1126,0,0,1126,1.0,0.0,1,0,2,1,5,5,10,0,nan,Attchd,1984.0,2,2.0,506.0,5,5,3,178,0,0,0,0,0,0,0,nan,0,3,2008,WD,Normal,test_col,178,178
2144,190,RL,60.0,12900,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,2fmCon,1Story,5,4,1920,1950,Gable,CompShg,BrkFace,Stucco,None,0.0,5,5,PConc,5,3,1,3.0,1300.0,2.0,0.0,0.0,1300.0,GasA,3,1,5.0,1140,0,0,1140,1.0,0.0,1,0,3,1,5,6,10,0,nan,CarPort,1920.0,2,2.0,400.0,5,5,3,0,0,190,0,0,0,0,0,nan,0,1,2008,WD,Alloca,test_col,190,190
2145,20,RL,94.0,9239,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,8,1963,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,7,CBlock,5,5,1,10.0,634.0,2.0,0.0,326.0,960.0,GasA,10,1,5.0,960,0,0,960,1.0,0.0,1,0,3,1,7,6,10,0,nan,Attchd,1963.0,5,1.0,300.0,5,5,3,168,0,0,0,0,0,0,0,nan,0,5,2008,WD,Normal,test_col,168,168
2146,20,RL,88.0,14175,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosA,Norm,1Fam,1Story,6,8,1956,1956,Gable,CompShg,HdBoard,HdBoard,None,0.0,5,5,CBlock,5,7,4,10.0,776.0,2.0,0.0,212.0,988.0,GasA,5,1,3.0,1188,0,0,1188,1.0,0.0,1,0,1,1,5,4,10,1,TA,Attchd,1956.0,2,2.0,621.0,5,5,3,102,89,231,0,0,0,0,0,nan,0,6,2008,WD,Normal,test_col,422,422
2147,190,RL,,10532,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,3,1960,1960,Flat,Tar&Grv,Plywood,Plywood,Stone,275.0,5,5,CBlock,5,5,2,5.5,988.0,2.0,0.0,0.0,988.0,GasA,7,1,5.0,1721,0,0,1721,1.0,0.0,2,0,3,1,5,7,5,2,TA,Basment,1960.0,2,2.0,626.0,5,5,3,50,84,0,0,0,0,0,0,nan,0,12,2008,WD,Abnorml,test_col,134,134
2148,50,RL,63.0,8375,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,7,1941,1973,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,5,BrkTil,5,5,1,5.0,336.0,2.0,0.0,240.0,576.0,GasA,7,1,5.0,864,486,0,1350,1.0,0.0,1,1,2,1,7,6,8,0,nan,2Types,1973.0,2,3.0,627.0,5,5,2,0,0,0,0,0,0,0,3,nan,0,6,2008,WD,Normal,test_col,0,0
2149,80,RL,,10200,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,8,1970,1970,Hip,CompShg,HdBoard,HdBoard,None,0.0,5,7,PConc,7,5,3,5.0,704.0,2.0,0.0,160.0,864.0,GasA,10,1,5.0,904,0,0,904,0.0,0.0,1,0,3,1,7,5,10,0,nan,2Types,1979.0,2,3.0,912.0,5,5,3,143,0,0,0,0,0,0,3,nan,0,6,2008,WD,Normal,test_col,143,143
2150,20,RL,82.0,20270,Pave,nan,IR1,Lvl,AllPub,CulDSac,Gtl,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,5,5,CBlock,7,5,4,10.0,599.0,2.0,0.0,925.0,1524.0,GasA,5,1,5.0,1524,0,0,1524,1.0,0.0,2,0,3,1,5,7,10,2,Gd,Attchd,1979.0,5,2.0,478.0,5,5,3,140,0,0,0,0,0,0,0,nan,0,4,2008,WD,Normal,test_col,140,140
2151,50,RL,50.0,5190,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,7,5,1948,1950,Gable,CompShg,BrkFace,Plywood,None,0.0,5,5,CBlock,5,5,1,2.0,0.0,2.0,0.0,570.0,570.0,GasA,5,1,5.0,617,462,0,1079,0.0,0.0,1,0,2,1,5,5,10,1,Gd,Attchd,1948.0,2,1.0,249.0,5,5,3,135,0,0,0,0,0,0,0,nan,0,1,2008,WD,Normal,test_col,135,135
2152,30,RL,85.0,19550,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1940,2007,Flat,Tar&Grv,nan,nan,None,0.0,5,5,PConc,5,5,4,5.0,1035.0,2.0,0.0,545.0,1580.0,GasA,10,1,5.0,1518,0,0,1518,1.0,0.0,1,0,2,1,3,5,10,2,Gd,nan,,0,0.0,0.0,0,0,3,0,39,0,0,0,0,0,0,nan,0,1,2008,WD,Normal,test_col,39,39
2153,20,RL,68.0,9571,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,5,CBlock,5,5,3,5.5,870.0,2.0,0.0,639.0,1509.0,GasA,5,1,3.0,1509,0,0,1509,1.0,0.0,1,0,3,1,7,6,10,1,TA,Attchd,1956.0,2,1.0,322.0,5,5,3,158,0,0,0,576,0,0,3,nan,0,7,2008,WD,Normal,test_col,734,734
2154,90,RL,50.0,9350,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,5,5,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,5,5,PConc,7,5,3,10.0,864.0,2.0,0.0,0.0,864.0,GasA,3,0,5.0,864,0,0,864,1.0,0.0,1,0,2,1,5,4,10,0,nan,nan,,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,nan,0,4,2008,WD,Normal,test_col,0,0
2155,60,RL,50.0,9360,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,8,1962,2001,Gable,CompShg,VinylSd,VinylSd,BrkCmn,216.0,7,5,CBlock,5,5,1,5.5,324.0,2.0,0.0,297.0,621.0,GasA,5,1,5.0,621,648,0,1269,0.0,0.0,1,1,3,1,5,7,10,0,nan,Detchd,1962.0,2,1.0,280.0,5,5,3,0,236,0,0,0,0,0,5,nan,0,11,2008,WD,Normal,test_col,236,236
2156,60,RL,,9771,Pave,nan,IR3,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1995,2002,Gable,CompShg,HdBoard,HdBoard,BrkFace,190.0,7,5,PConc,7,5,1,1.0,779.0,2.0,0.0,298.0,1077.0,GasA,10,1,5.0,1093,1721,0,2814,0.0,1.0,2,1,4,1,7,9,10,1,TA,BuiltIn,1995.0,5,2.0,614.0,5,5,3,48,32,0,0,216,0,0,5,nan,0,6,2008,WD,Normal,test_col,296,296
2157,20,RL,80.0,9938,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,251.0,7,5,PConc,7,5,1,10.0,1271.0,2.0,0.0,331.0,1602.0,GasA,10,1,5.0,1626,0,0,1626,1.0,0.0,2,1,3,1,7,7,10,1,TA,Attchd,1994.0,3,2.0,534.0,5,5,3,424,40,0,0,0,0,0,0,nan,0,4,2008,WD,Normal,test_col,464,464
2158,60,RL,,14171,Pave,nan,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,7,5,PConc,7,5,1,10.0,355.0,2.0,0.0,457.0,812.0,GasA,10,1,5.0,1101,1099,0,2200,0.0,0.0,2,1,4,1,7,9,10,1,TA,Attchd,1993.0,3,2.0,453.0,5,5,3,168,98,0,0,0,0,0,0,nan,0,12,2008,WD,Normal,test_col,266,266
2159,80,RL,85.0,10541,Pave,nan,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,7,5,PConc,7,5,3,2.0,0.0,2.0,0.0,672.0,672.0,GasA,10,1,5.0,1302,735,0,2037,0.0,0.0,2,1,3,1,7,8,10,1,TA,Attchd,1996.0,5,2.0,472.0,5,5,3,100,33,0,0,0,0,0,0,nan,0,2,2008,WD,Normal,test_col,133,133
2160,60,RL,65.0,10616,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,7,5,PConc,7,5,1,2.0,0.0,2.0,0.0,628.0,628.0,GasA,10,1,5.0,628,728,0,1356,0.0,0.0,2,1,3,1,7,6,10,1,Gd,BuiltIn,2007.0,5,2.0,484.0,5,5,3,100,24,0,0,0,0,0,0,nan,0,3,2008,New,Partial,test_col,124,124
2161,20,RL,65.0,9345,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,156.0,7,5,PConc,7,5,3,2.0,0.0,2.0,0.0,1615.0,1615.0,GasA,10,1,5.0,1615,0,0,1615,0.0,0.0,2,0,3,1,7,7,10,1,Gd,Attchd,2007.0,3,3.0,864.0,5,5,3,168,30,0,0,0,0,0,0,nan,0,5,2008,WD,Normal,test_col,198,198
2162,20,RL,91.0,11778,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,554.0,7,5,PConc,7,5,4,10.0,2085.0,2.0,0.0,186.0,2271.0,GasA,10,1,5.0,2276,0,0,2276,1.0,0.0,2,0,3,1,10,7,10,2,Gd,Attchd,2008.0,3,3.0,1348.0,7,5,3,0,0,70,0,255,0,0,0,nan,0,6,2008,WD,Abnorml,test_col,325,325
2163,20,RL,91.0,11778,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,402.0,10,5,PConc,10,5,3,10.0,1153.0,2.0,0.0,598.0,1751.0,GasA,10,1,5.0,1766,0,0,1766,1.0,0.0,2,1,3,1,10,8,10,2,Gd,Attchd,2008.0,5,3.0,874.0,5,5,3,216,36,0,0,0,0,0,0,nan,0,12,2008,New,Partial,test_col,252,252
2164,80,RL,,11454,Pave,nan,IR2,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,7,5,PConc,7,5,4,10.0,770.0,2.0,0.0,631.0,1401.0,GasA,10,1,5.0,1511,0,0,1511,1.0,0.0,2,0,3,1,7,6,10,1,Fa,Attchd,1995.0,5,3.0,811.0,5,5,3,168,42,0,0,0,0,0,0,nan,0,2,2008,WD,Normal,test_col,210,210
