Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,total_Max_Porch_Area,total_Porch,Street_Alley,LotShape_LandContour,LotShape_LotConfig,LotShape_LandSlope,LotAreaPerFront,total_indoor_sqft,total_outdoor_sqft,total_in_out_sqft,in_per_out,area_per_finishes,no_finishes,no_finishes_perc,Condition1_Condition2,house_story,house_finish,YearBuilt_Age,Remodeled,YearRemodAdd_Age,YrBlt_YrRmd_Diff,YrSd_YrBlt,YrSd_YrRmd,Exterior1st_Exterior2nd,Foundation_MasVnrType,SaleCondition_SaleType,Bsmt_Unf_Per,Garage_per_Car_Cap,total_Ext_Ql_Cd,total_Bmt_Ql_Cd,total_Garage_Ql_Cd,total_Bmt_Fn_Area,Bsmt_Fsh_Per,avg_Ext_Qual,avg_Bmt_Qual,avg_Gar_Qual,total_All_Qualities,avg_All_Qualities,kfold
1133,70,1,90.0,9900,0,-1,0,0,0,0,0,7,0,0,0,0,6,4,1880,1950,0,0,2,5,1,0.0,5,5,2,5,5,2,2.0,0.0,2.0,0.0,1008.0,1008.0,1,5,1,5.0,1178,1032,0,2210,0.0,0.0,2,0,5,1,3,8,10,0,-1,1,1930.0,2,1.0,205.0,3,5,2,0,48,0,0,0,0,0,0,-1,0,5,2007,0,0,117500,48,48,0,0,0,0,110.0,5428.0,10105.0,15533.0,0.5371598218703612,inf,15533.0,1.0,0,2.0,1,131,1.0,61,70,127,57,5,2,0,0.0,102.5,10,16.0,12,0.0,1.0,5.0,3.2,3.0,44.2,4.0181818181818185,-1
1134,60,0,80.0,9828,0,-1,1,0,0,0,0,12,0,0,0,0,8,5,1995,1995,0,0,0,0,1,0.0,7,5,0,7,5,1,10.0,584.0,2.0,0.0,544.0,1128.0,0,10,1,5.0,1142,878,0,2020,0.0,0.0,2,1,3,1,7,8,10,1,0,0,1995.0,3,2.0,466.0,5,5,3,0,155,0,0,0,0,0,0,-1,0,6,2009,0,0,239500,155,155,0,1,2,1,122.85,5168.0,10294.0,15462.0,0.5020400233145522,inf,15462.0,1.0,0,2.0,1,16,0.0,16,0,14,14,0,5,0,0.5177304964539007,155.33333333333334,12,25.0,16,584.0,0.4822695035460993,6.0,5.0,4.0,61.0,5.545454545454546,-1
1135,60,0,57.0,8773,0,-1,1,3,0,0,0,17,0,0,0,0,6,5,1997,1997,0,0,0,0,1,0.0,5,5,0,7,5,3,2.0,0.0,2.0,0.0,916.0,916.0,0,7,1,5.0,916,684,0,1600,0.0,0.0,2,1,3,1,5,7,10,1,0,0,1997.0,5,2.0,460.0,5,5,3,100,38,0,0,0,0,0,0,-1,0,8,2007,0,0,169000,138,138,0,5,2,1,153.91228070175438,4116.0,9233.0,13349.0,0.4457922668688401,inf,13349.0,1.0,0,2.0,1,14,0.0,14,0,10,10,0,5,0,0.0,153.33333333333334,10,19.0,20,0.0,1.0,5.0,3.8,5.0,52.8,4.8,-1
1136,30,1,60.0,6180,0,-1,0,0,0,2,0,8,0,0,0,1,6,5,1926,1950,0,0,2,5,1,0.0,5,5,2,5,5,1,2.0,0.0,2.0,0.0,960.0,960.0,0,5,0,5.0,986,0,0,986,0.0,0.0,1,0,2,1,5,5,10,1,1,1,1926.0,2,1.0,180.0,5,5,3,0,128,0,0,0,0,0,0,-1,0,5,2007,0,0,102000,128,128,0,0,4,0,103.0,2932.0,6360.0,9292.0,0.4610062893081761,inf,9292.0,1.0,0,1.0,1,85,1.0,61,24,81,57,5,2,0,0.0,90.0,10,15.0,14,0.0,1.0,5.0,3.0,3.5,48.5,4.409090909090909,-1
1137,50,0,80.0,9600,0,-1,0,0,0,0,0,11,0,0,0,2,6,5,1950,1950,0,0,0,0,1,0.0,5,5,1,5,5,1,3.0,280.0,2.0,0.0,752.0,1032.0,0,5,1,3.0,1032,220,0,1252,0.0,0.0,1,0,3,1,5,6,10,0,-1,0,1950.0,2,1.0,288.0,5,5,3,0,0,96,0,0,0,0,0,-1,0,4,2008,0,1,119000,96,96,0,0,0,0,120.0,3536.0,9888.0,13424.0,0.35760517799352753,inf,13424.0,1.0,0,1.5,1,61,0.0,61,0,58,58,0,1,1,0.2713178294573643,144.0,10,16.0,14,280.0,0.7286821705426356,5.0,3.2,3.5,45.7,4.154545454545455,-1
1138,50,0,54.0,6342,0,-1,0,0,0,0,0,9,1,0,0,2,5,8,1875,1996,0,0,0,0,1,0.0,5,7,1,5,5,1,2.0,0.0,2.0,0.0,780.0,780.0,0,7,0,5.0,780,240,0,1020,0.0,0.0,1,0,2,1,5,6,10,0,-1,3,1980.0,0,0.0,0.0,0,0,2,0,0,176,0,0,0,0,0,-1,0,5,2010,0,0,94000,176,176,0,0,0,0,117.44444444444444,2820.0,6342.0,9162.0,0.4446546830652791,inf,9162.0,1.0,1,1.5,1,136,1.0,15,121,135,14,0,1,0,0.0,0.0,12,15.0,0,0.0,1.0,6.0,3.0,0.0,49.0,4.454545454545454,-1
1139,20,0,69.0,9819,0,-1,1,0,0,0,1,4,0,0,0,1,6,5,1977,1977,0,0,6,2,1,0.0,5,5,0,5,5,4,5.0,1567.0,2.0,0.0,0.0,1567.0,0,5,1,5.0,1567,0,0,1567,1.0,0.0,2,0,2,1,7,5,10,2,0,0,1977.0,3,2.0,714.0,5,5,3,264,32,0,0,0,0,0,0,-1,0,5,2009,0,0,196000,296,296,0,1,2,2,129.625,4701.0,10533.0,15234.0,0.4463115921389917,inf,15234.0,1.0,0,1.0,1,34,0.0,34,0,32,32,2,5,0,1.0,238.0,10,21.0,16,1567.0,0.0,5.0,4.2,4.0,53.2,4.836363636363637,-1
1140,30,0,98.0,8731,0,-1,1,0,0,0,0,8,0,0,0,1,5,5,1920,1950,0,0,4,2,1,0.0,5,3,2,5,5,1,3.0,645.0,2.0,0.0,270.0,915.0,0,5,1,5.0,1167,0,0,1167,0.0,0.0,1,0,3,1,5,6,3,1,1,1,1972.0,2,2.0,495.0,5,5,3,0,0,216,0,126,0,0,0,-1,0,5,2007,0,0,144000,342,342,0,1,2,1,89.09183673469387,3249.0,9226.0,12475.0,0.3521569477563408,inf,12475.0,1.0,0,1.0,1,91,1.0,61,30,87,57,4,2,0,0.7049180327868853,165.0,8,16.0,14,645.0,0.29508196721311475,4.0,3.2,3.5,39.7,3.609090909090909,-1
1141,20,0,60.0,7350,0,-1,0,0,0,2,0,11,0,0,0,1,5,7,1951,1951,0,0,3,3,1,0.0,5,5,1,5,5,2,5.0,852.0,2.0,0.0,100.0,952.0,0,5,1,5.0,952,0,0,952,1.0,0.0,1,0,2,1,5,4,10,0,-1,1,1988.0,2,2.0,840.0,5,5,3,0,0,0,0,0,0,0,0,-1,0,6,2008,2,1,139000,0,0,0,0,4,0,122.5,2856.0,8190.0,11046.0,0.3487179487179487,inf,11046.0,1.0,0,1.0,1,60,0.0,60,0,57,57,3,1,3,0.8949579831932774,280.0,10,19.0,14,852.0,0.10504201680672268,5.0,3.8,3.5,49.3,4.4818181818181815,-1
1142,60,0,69.0,10304,0,-1,1,0,0,3,0,6,2,0,0,0,5,7,1976,1976,0,0,6,4,0,44.0,5,7,1,5,5,1,5.0,381.0,2.0,0.0,399.0,780.0,0,10,1,5.0,1088,780,0,1868,1.0,0.0,2,1,4,1,7,9,10,1,0,0,1976.0,2,2.0,484.0,5,5,3,448,96,0,0,0,0,0,0,-1,0,10,2009,0,0,197500,544,544,0,1,1,1,129.625,4516.0,10788.0,15304.0,0.4186132740081572,inf,15304.0,1.0,2,2.0,1,35,0.0,35,0,33,33,6,4,0,0.4884615384615385,161.33333333333334,12,18.0,14,381.0,0.5115384615384615,6.0,3.6,3.5,58.1,5.281818181818182,-1
1143,60,0,77.0,9965,0,-1,0,0,0,0,0,0,0,0,0,0,8,5,2006,2007,1,0,0,0,2,340.0,7,5,0,10,5,4,10.0,1150.0,2.0,0.0,316.0,1466.0,0,10,1,5.0,1466,1362,0,2828,1.0,0.0,3,0,4,1,7,11,10,1,0,2,2006.0,3,3.0,1052.0,5,5,3,125,144,0,0,0,0,0,0,-1,0,4,2007,1,2,424870,269,269,0,0,0,0,129.41558441558442,7122.0,11017.0,18139.0,0.6464554778977943,inf,18139.0,1.0,0,2.0,1,5,1.0,4,1,1,0,0,3,2,0.7844474761255116,263.0,12,31.0,16,1150.0,0.2155525238744884,6.0,6.2,4.0,62.2,5.654545454545455,-1
1144,20,0,69.0,9000,0,-1,0,0,0,0,0,9,0,0,0,1,5,3,1959,1959,0,0,2,4,1,0.0,5,5,1,5,5,1,10.0,288.0,2.0,0.0,718.0,1006.0,0,5,1,5.0,1006,0,0,1006,0.0,0.0,1,0,3,1,5,5,10,0,-1,3,1980.0,0,0.0,0.0,0,0,3,0,24,0,0,0,0,0,0,-1,0,7,2008,0,0,80000,24,24,0,0,0,0,129.625,3018.0,9000.0,12018.0,0.3353333333333333,inf,12018.0,1.0,0,1.0,1,52,0.0,52,0,49,49,2,1,0,0.28628230616302186,0.0,10,23.0,0,288.0,0.7137176938369781,5.0,4.6,0.0,42.6,3.872727272727273,-1
1145,190,0,60.0,12180,0,-1,0,0,0,0,0,15,0,0,1,2,4,4,1941,1950,0,0,1,1,1,0.0,5,3,2,7,5,1,3.0,348.0,2.0,0.0,324.0,672.0,2,3,0,3.0,672,252,0,924,1.0,0.0,1,0,2,1,3,5,10,0,-1,1,1941.0,2,1.0,280.0,5,5,3,0,0,0,0,0,0,0,3,-1,0,7,2010,0,0,80000,0,0,0,0,0,0,203.0,2520.0,12460.0,14980.0,0.20224719101123595,inf,14980.0,1.0,0,1.5,1,70,1.0,61,9,69,60,1,2,0,0.5178571428571429,140.0,8,18.0,14,348.0,0.4821428571428572,4.0,3.6,3.5,38.1,3.463636363636364,-1
1146,50,1,52.0,6240,0,-1,0,0,0,0,0,8,0,0,0,2,5,6,1928,1950,0,0,1,1,1,0.0,5,5,2,5,5,1,2.0,0.0,2.0,0.0,1042.0,1042.0,0,10,1,5.0,1042,534,0,1576,0.0,0.0,1,0,3,1,5,8,10,1,1,1,1928.0,2,1.0,225.0,5,5,3,0,0,0,0,0,0,0,0,-1,0,8,2006,0,1,149000,0,0,0,0,0,0,120.0,4194.0,6465.0,10659.0,0.6487238979118329,inf,10659.0,1.0,0,1.5,1,83,1.0,61,22,78,56,1,2,1,0.0,112.5,10,15.0,14,0.0,1.0,5.0,3.0,3.5,53.5,4.863636363636363,-1
1147,20,0,69.0,11200,0,-1,0,0,0,0,0,12,0,0,0,1,6,5,1985,1985,0,0,2,2,0,85.0,7,5,1,7,5,1,10.0,1258.0,2.0,0.0,40.0,1298.0,0,5,1,5.0,1298,0,0,1298,1.0,0.0,2,0,3,1,7,5,10,1,0,0,1985.0,2,2.0,403.0,5,5,3,165,26,0,0,0,0,0,0,-1,0,5,2006,0,0,180000,191,191,0,0,0,0,129.625,3894.0,11603.0,15497.0,0.33560286132896666,inf,15497.0,1.0,0,1.0,1,26,0.0,26,0,21,21,2,4,0,0.9691833590138677,134.33333333333334,12,25.0,14,1258.0,0.030816640986132512,6.0,5.0,3.5,53.5,4.863636363636363,-1
1148,70,0,75.0,12000,0,-1,0,1,0,0,0,2,0,0,0,0,7,7,1941,1950,0,0,1,1,1,0.0,5,5,1,5,5,1,5.5,275.0,2.0,0.0,429.0,704.0,0,10,1,5.0,860,704,0,1564,0.0,0.0,1,1,3,1,3,7,10,1,1,0,1941.0,2,1.0,234.0,5,5,3,0,0,0,0,0,0,0,0,-1,0,7,2009,0,0,174500,0,0,0,2,0,0,160.0,3832.0,12234.0,16066.0,0.3132254373058689,inf,16066.0,1.0,0,2.0,1,70,1.0,61,9,68,59,1,1,0,0.390625,117.0,10,18.5,14,275.0,0.609375,5.0,3.7,3.5,55.2,5.0181818181818185,-1
1149,50,1,69.0,5700,0,-1,0,0,0,0,0,7,0,0,0,2,7,7,1926,1950,0,0,2,5,1,0.0,5,5,0,5,5,1,2.0,0.0,2.0,0.0,572.0,572.0,0,5,1,5.0,572,539,0,1111,0.0,0.0,1,0,2,1,5,5,10,1,1,1,1982.0,2,1.0,288.0,5,5,3,0,0,176,0,0,0,0,0,-1,0,8,2008,0,0,116900,176,176,0,0,0,0,129.625,2794.0,5988.0,8782.0,0.4665998663994656,inf,8782.0,1.0,0,1.5,1,85,1.0,61,24,82,58,5,5,0,0.0,144.0,10,15.0,14,0.0,1.0,5.0,3.0,3.5,51.5,4.681818181818182,-1
1150,70,1,50.0,9000,0,-1,0,0,0,0,0,7,3,0,0,0,7,9,1920,1988,1,0,0,0,1,0.0,5,7,0,5,5,1,5.0,624.0,2.0,0.0,26.0,650.0,0,10,1,5.0,832,650,0,1482,0.0,1.0,1,0,3,1,5,7,10,0,-1,1,1930.0,2,2.0,324.0,5,5,3,0,0,0,0,0,0,0,0,-1,0,7,2009,0,0,143000,0,0,0,0,0,0,180.0,3614.0,9324.0,12938.0,0.3876018876018876,inf,12938.0,1.0,2,2.0,1,91,1.0,23,68,89,21,0,5,0,0.96,108.0,12,18.0,14,624.0,0.04,6.0,3.6,3.5,59.1,5.372727272727274,-1
1151,20,0,57.0,8280,0,-1,1,0,0,0,0,11,0,0,0,1,6,5,1950,1950,0,0,4,2,1,0.0,5,5,1,5,5,1,2.0,0.0,2.0,0.0,932.0,932.0,0,10,1,3.0,932,0,0,932,0.0,0.0,1,0,2,1,7,4,10,1,1,0,1950.0,2,1.0,306.0,5,5,3,0,0,214,0,0,0,0,5,-1,0,11,2007,0,0,124000,214,214,0,1,2,1,145.26315789473685,2796.0,8586.0,11382.0,0.3256464011180992,inf,11382.0,1.0,0,1.0,1,61,0.0,61,0,57,57,4,1,0,0.0,153.0,10,15.0,14,0.0,1.0,5.0,3.0,3.5,53.5,4.863636363636363,-1
1152,20,0,134.0,17755,0,-1,0,0,0,0,0,15,0,0,0,1,5,4,1959,1959,0,0,3,4,0,132.0,5,5,1,5,5,1,3.0,176.0,2.0,0.0,1290.0,1466.0,0,5,1,5.0,1466,0,0,1466,0.0,0.0,1,1,3,1,3,6,10,2,1,0,1959.0,5,2.0,528.0,5,5,3,0,140,0,0,100,0,0,0,-1,0,11,2006,0,0,149900,240,240,0,0,0,0,132.5,4398.0,18283.0,22681.0,0.2405513318383197,inf,22681.0,1.0,0,1.0,1,52,0.0,52,0,47,47,2,4,0,0.12005457025920875,176.0,10,16.0,20,176.0,0.8799454297407913,5.0,3.2,5.0,47.2,4.290909090909091,-1
1153,20,0,90.0,14115,0,-1,1,0,0,0,0,2,0,0,0,1,6,7,1956,2004,0,0,4,2,1,0.0,5,5,0,5,5,1,5.0,296.0,10.0,547.0,230.0,1073.0,0,10,1,5.0,1811,0,0,1811,0.0,0.0,1,0,2,1,10,6,10,1,1,0,1956.0,5,2.0,470.0,5,5,3,0,0,280,0,0,0,0,0,-1,0,7,2006,0,1,230000,280,280,0,1,2,1,156.83333333333334,4695.0,14585.0,19280.0,0.3219060678779568,inf,19280.0,1.0,0,1.0,1,55,1.0,7,48,50,2,4,5,1,0.7856477166821995,156.66666666666666,10,26.0,20,843.0,0.21435228331780054,5.0,5.2,5.0,64.2,5.836363636363638,-1
1154,30,1,69.0,5890,0,-1,0,0,0,2,0,13,0,0,0,1,6,8,1930,2007,0,0,2,5,1,0.0,7,7,2,5,5,3,5.0,538.0,2.0,0.0,278.0,816.0,0,10,1,5.0,816,0,0,816,0.0,0.0,1,0,2,1,5,5,10,0,-1,1,2002.0,2,1.0,432.0,5,5,3,0,0,96,0,0,0,0,0,-1,0,6,2008,0,0,120500,96,96,0,0,4,0,129.625,2448.0,6322.0,8770.0,0.3872192344194875,inf,8770.0,1.0,0,1.0,1,81,1.0,4,77,78,1,5,2,0,0.6593137254901961,216.0,14,20.0,14,538.0,0.34068627450980393,7.0,4.0,3.5,58.5,5.318181818181818,-1
1155,60,0,69.0,13700,0,-1,1,0,0,0,0,11,0,0,0,0,7,6,1965,1988,0,0,0,0,2,288.0,5,5,1,5,5,4,5.0,454.0,2.0,0.0,410.0,864.0,0,5,1,5.0,902,918,0,1820,0.0,0.0,1,2,4,1,7,8,10,2,1,0,1965.0,2,2.0,492.0,5,5,3,60,84,0,0,273,0,0,5,-1,0,5,2008,0,0,201800,417,417,0,1,2,1,129.625,4504.0,14192.0,18696.0,0.3173618940248027,inf,18696.0,1.0,0,2.0,1,46,1.0,23,23,43,20,0,3,0,0.5254629629629629,164.0,10,21.0,14,454.0,0.474537037037037,5.0,4.2,3.5,54.7,4.9727272727272736,-1
1156,20,0,90.0,10768,0,-1,1,0,0,2,0,1,0,0,0,1,5,8,1976,2004,0,0,6,4,1,0.0,7,7,1,7,5,4,5.0,1157.0,2.0,0.0,280.0,1437.0,0,5,1,5.0,1437,0,0,1437,1.0,0.0,2,0,3,1,7,6,10,1,2,0,1976.0,3,2.0,528.0,5,5,3,0,21,0,0,180,0,0,0,-1,0,7,2007,0,0,218000,201,201,0,1,3,1,119.64444444444445,4311.0,11296.0,15607.0,0.3816395184135977,inf,15607.0,1.0,0,1.0,1,35,1.0,7,28,31,3,6,1,0,0.8051496172581768,176.0,14,23.0,16,1157.0,0.19485038274182326,7.0,4.6,4.0,56.6,5.1454545454545455,-1
1157,80,0,85.0,9350,0,-1,0,0,0,0,0,11,0,0,0,5,5,8,1965,1999,0,0,4,2,1,0.0,5,7,0,5,5,4,5.0,633.0,2.0,0.0,586.0,1219.0,0,7,1,5.0,1265,0,0,1265,0.0,1.0,2,0,3,1,7,6,10,1,1,0,1965.0,3,2.0,502.0,5,5,3,0,92,0,96,0,0,0,3,-1,0,10,2008,0,0,179900,188,188,0,0,0,0,110.0,3749.0,9852.0,13601.0,0.3805318717011774,inf,13601.0,1.0,0,1.3,1,46,1.0,12,34,43,9,4,5,0,0.5192780968006563,167.33333333333334,12,21.0,16,633.0,0.4807219031993437,6.0,4.2,4.0,57.2,5.2,-1
1158,120,0,34.0,5001,0,-1,1,0,0,0,0,10,0,0,4,1,7,5,2007,2008,0,0,0,0,2,166.0,7,5,0,7,5,1,10.0,904.0,2.0,0.0,410.0,1314.0,0,10,1,5.0,1314,0,0,1314,1.0,0.0,2,0,2,1,7,6,10,1,1,0,2008.0,3,2.0,626.0,5,5,3,172,62,0,0,0,0,0,0,-1,0,7,2009,0,0,230000,234,234,0,1,2,1,147.08823529411762,3942.0,5627.0,9569.0,0.7005509152301403,inf,9569.0,1.0,0,1.0,1,4,1.0,3,1,2,1,0,3,0,0.6879756468797564,208.66666666666663,12,25.0,16,904.0,0.3120243531202435,6.0,5.0,4.0,60.0,5.454545454545454,-1
1159,20,0,92.0,11932,0,-1,0,0,0,1,0,5,1,0,0,1,8,5,2007,2008,0,0,0,0,2,186.0,7,5,0,7,5,1,2.0,0.0,2.0,0.0,1580.0,1580.0,0,10,1,5.0,1580,0,0,1580,0.0,0.0,2,0,3,1,7,7,10,0,-1,0,2008.0,3,3.0,830.0,5,5,3,0,24,0,0,0,0,0,0,-1,0,6,2008,2,2,235128,24,24,0,0,1,0,129.69565217391303,4740.0,12762.0,17502.0,0.3714151386929948,inf,17502.0,1.0,1,1.0,1,4,1.0,3,1,1,0,0,3,3,0.0,207.5,12,17.0,16,0.0,1.0,6.0,3.4,4.0,58.4,5.3090909090909095,-1
1160,60,0,76.0,9120,0,-1,0,0,0,0,0,6,0,0,0,0,6,6,1974,1974,1,0,3,3,0,270.0,7,5,1,5,5,1,5.0,442.0,2.0,0.0,459.0,901.0,0,5,1,5.0,943,933,0,1876,0.0,0.0,2,1,4,1,7,8,10,1,0,0,1974.0,3,2.0,540.0,7,5,3,0,69,0,0,0,0,0,0,-1,0,7,2008,0,0,185000,69,69,0,0,0,0,120.0,4653.0,9660.0,14313.0,0.4816770186335404,inf,14313.0,1.0,0,2.0,1,37,0.0,37,0,34,34,3,4,0,0.490566037735849,180.0,12,18.0,18,442.0,0.5094339622641509,6.0,3.6,4.5,54.1,4.918181818181818,-1
1161,160,0,24.0,2280,0,-1,0,0,0,0,0,20,0,0,4,0,6,5,1978,1978,0,0,6,2,1,0.0,5,5,1,7,5,1,5.0,311.0,2.0,0.0,544.0,855.0,0,3,1,5.0,855,601,0,1456,0.0,0.0,2,1,3,1,5,7,10,1,0,0,1978.0,2,2.0,440.0,5,5,3,26,0,0,0,0,0,0,0,-1,0,7,2010,0,0,146000,26,26,0,0,0,0,95.0,3767.0,2720.0,6487.0,1.3849264705882354,inf,6487.0,1.0,0,2.0,1,33,0.0,33,0,32,32,2,1,0,0.3637426900584795,146.66666666666666,10,20.0,14,311.0,0.6362573099415205,5.0,4.0,3.5,47.5,4.318181818181818,-1
1162,20,0,69.0,14778,0,-1,1,2,0,3,0,2,2,0,0,1,6,7,1954,2006,1,0,3,3,0,72.0,7,5,1,5,5,1,3.0,728.0,2.0,0.0,568.0,1296.0,0,10,1,5.0,1640,0,0,1640,1.0,0.0,1,0,3,1,7,7,10,1,1,1,1993.0,2,2.0,924.0,5,5,3,108,0,0,216,0,0,0,0,-1,0,11,2008,0,0,224000,324,324,0,4,1,1,129.625,4576.0,15702.0,20278.0,0.29142784358680424,inf,20278.0,1.0,2,1.0,1,57,1.0,5,52,54,2,3,4,0,0.5617283950617284,308.0,12,16.0,14,728.0,0.4382716049382716,6.0,3.2,3.5,58.7,5.336363636363637,-1
1163,20,0,109.0,8724,0,-1,0,0,0,0,0,9,0,0,0,1,5,5,1968,1968,0,0,0,0,1,0.0,5,5,1,7,5,1,3.0,492.0,2.0,0.0,402.0,894.0,0,7,1,5.0,894,0,0,894,0.0,0.0,1,0,3,1,5,5,10,1,4,0,1968.0,5,2.0,450.0,5,5,3,0,0,0,0,0,0,0,0,-1,0,5,2007,0,0,129000,0,0,0,0,0,0,80.03669724770644,2682.0,9174.0,11856.0,0.2923479398299542,inf,11856.0,1.0,0,1.0,1,43,0.0,43,0,39,39,0,1,0,0.5503355704697986,150.0,10,18.0,20,492.0,0.44966442953020136,5.0,3.6,5.0,51.6,4.6909090909090905,-1
1164,90,0,60.0,12900,0,-1,0,0,0,0,0,9,1,0,2,4,4,4,1969,1969,0,0,6,4,1,0.0,5,5,1,7,5,3,10.0,1198.0,2.0,0.0,0.0,1198.0,0,5,1,5.0,1258,0,0,1258,2.0,0.0,0,2,0,2,5,6,10,0,-1,3,1969.0,2,2.0,400.0,3,5,3,120,0,0,0,0,0,0,0,-1,0,1,2008,0,1,108959,120,120,0,0,0,0,215.0,3714.0,13300.0,17014.0,0.27924812030075186,inf,17014.0,1.0,1,1.2,1,42,0.0,42,0,39,39,6,1,1,1.0,133.33333333333334,10,27.0,12,1198.0,0.0,5.0,5.4,3.0,46.4,4.218181818181818,-1
1165,80,0,69.0,16157,0,-1,1,0,0,1,0,1,1,0,0,5,5,7,1978,1978,0,0,6,4,1,0.0,5,5,0,7,5,4,5.0,680.0,5.5,391.0,289.0,1360.0,0,10,1,5.0,1432,0,0,1432,1.0,0.0,1,1,2,1,7,5,10,1,0,0,1978.0,2,2.0,588.0,5,5,3,168,180,0,0,0,0,0,0,-1,0,6,2007,0,0,194000,348,348,0,1,1,1,129.625,4224.0,16745.0,20969.0,0.25225440429979096,inf,20969.0,1.0,1,1.3,1,33,0.0,33,0,29,29,6,5,0,0.7875,196.0,10,26.5,14,1071.0,0.2125,5.0,5.3,3.5,58.8,5.345454545454545,-1
1166,20,0,79.0,9541,0,-1,1,0,0,0,0,10,0,0,0,1,7,5,2009,2009,0,0,0,0,2,268.0,7,5,0,7,5,1,2.0,0.0,2.0,0.0,1502.0,1502.0,0,10,1,5.0,1502,0,0,1502,0.0,0.0,2,0,3,1,7,7,10,0,-1,0,2009.0,3,2.0,644.0,5,5,3,0,114,0,0,0,0,0,0,-1,0,9,2009,1,2,233170,114,114,0,1,2,1,120.7721518987342,4506.0,10185.0,14691.0,0.4424153166421208,inf,14691.0,1.0,0,1.0,1,2,0.0,2,0,0,0,0,3,2,0.0,214.66666666666663,12,17.0,16,0.0,1.0,6.0,3.4,4.0,57.4,5.218181818181818,-1
1167,20,0,64.0,10475,0,-1,1,0,0,2,0,0,0,0,0,1,8,5,2008,2008,0,0,0,0,2,72.0,7,5,0,7,5,3,2.0,0.0,2.0,0.0,1694.0,1694.0,0,10,1,5.0,1694,0,0,1694,0.0,0.0,2,0,3,1,7,7,10,0,-1,0,2008.0,3,3.0,776.0,5,5,3,160,33,0,0,0,0,0,0,-1,0,2,2010,0,0,245350,193,193,0,1,3,1,163.671875,5082.0,11251.0,16333.0,0.451693182828193,inf,16333.0,1.0,0,1.0,1,3,0.0,3,0,2,2,0,3,0,0.0,194.0,12,19.0,16,0.0,1.0,6.0,3.8,4.0,58.8,5.345454545454545,-1
1168,60,0,58.0,10852,0,-1,1,0,0,0,0,17,6,0,0,0,6,5,2000,2000,0,0,0,0,1,0.0,5,5,0,7,5,1,10.0,786.0,2.0,0.0,173.0,959.0,0,10,1,5.0,959,712,0,1671,1.0,0.0,2,1,3,1,5,7,10,1,0,0,2000.0,5,2.0,472.0,5,5,3,0,38,0,0,0,0,0,0,-1,0,2,2006,0,0,173000,38,38,0,1,2,1,187.1034482758621,4301.0,11324.0,15625.0,0.3798127870010597,inf,15625.0,1.0,2,2.0,1,11,0.0,11,0,6,6,0,5,0,0.8196037539103233,157.33333333333334,10,25.0,20,786.0,0.18039624608967675,5.0,5.0,5.0,57.0,5.181818181818182,-1
1169,70,0,120.0,13728,0,-1,0,0,0,2,0,15,0,0,0,0,6,7,1935,1986,1,0,4,2,1,0.0,5,5,1,5,5,1,5.5,626.0,2.0,0.0,501.0,1127.0,0,10,1,5.0,1236,872,0,2108,0.0,0.0,2,0,4,1,7,7,10,2,0,3,1935.0,2,2.0,540.0,5,5,3,0,0,0,0,90,0,0,0,-1,0,7,2008,0,0,235000,90,90,0,0,4,0,114.4,5343.0,14268.0,19611.0,0.3744743481917578,inf,19611.0,1.0,0,2.0,1,76,1.0,25,51,73,22,4,1,0,0.5554569653948536,180.0,10,18.5,14,626.0,0.4445430346051464,5.0,3.7,3.5,59.2,5.381818181818181,-1
1170,60,0,118.0,35760,0,-1,1,0,0,3,0,3,0,0,0,0,10,5,1995,1996,1,0,3,3,0,1378.0,7,7,0,10,5,4,10.0,1387.0,2.0,0.0,543.0,1930.0,0,10,1,5.0,1831,1796,0,3627,1.0,0.0,3,1,4,1,7,10,10,1,0,0,1995.0,5,3.0,807.0,5,5,3,361,76,0,0,0,0,0,0,-1,0,7,2006,0,0,625000,437,437,0,1,1,1,303.0508474576271,9184.0,36567.0,45751.0,0.2511554133508355,inf,45751.0,1.0,0,2.0,1,16,1.0,15,1,11,10,3,0,0,0.7186528497409327,201.75,14,31.0,20,1387.0,0.28134715025906737,7.0,6.2,5.0,66.2,6.0181818181818185,-1
