Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,total_Max_Porch_Area,total_Porch,Street_Alley,LotShape_LandContour,LotShape_LotConfig,LotShape_LandSlope,LotAreaPerFront,total_indoor_sqft,total_outdoor_sqft,total_in_out_sqft,in_per_out,area_per_finishes,no_finishes,no_finishes_perc,Condition1_Condition2,house_story,house_finish,YearBuilt_Age,Remodeled,YearRemodAdd_Age,YrBlt_YrRmd_Diff,YrSd_YrBlt,YrSd_YrRmd,Exterior1st_Exterior2nd,Foundation_MasVnrType,SaleCondition_SaleType,Bsmt_Unf_Per,Garage_per_Car_Cap,total_Ext_Ql_Cd,total_Bmt_Ql_Cd,total_Garage_Ql_Cd,total_Bmt_Fn_Area,Bsmt_Fsh_Per,avg_Ext_Qual,avg_Bmt_Qual,avg_Gar_Qual,total_All_Qualities,avg_All_Qualities
2427,70,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,9,1895,1999,Gable,CompShg,Wd Sdng,HdBoard,None,0.0,5,7,CBlock,7,5,3,2.0,0.0,2.0,0.0,736.0,736.0,GasA,10,1,5.0,751,783,0,1534,0.0,0.0,1,1,3,1,7,6,10,0,nan,RARE,,0,0.0,0.0,0,0,2,0,112,0,0,0,0,0,0,nan,0,7,2007,WD,Normal,test_col,112,112,Pave_Grvl,Reg_Lvl,Reg_Inside,Reg_Gtl,180.0,3804.0,10800.0,14604.0,0.3522222222222222,inf,14604.0,1.0,Norm_Norm,2.0,1,116,1.0,12,104,112,8,RARE,CBlock_None,Normal_WD,0.0,0.0,12,19.0,0,0.0,1.0,6.0,3.8,0.0,55.8,5.072727272727272
2428,80,RL,93.0,10090,Pave,nan,IReg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,7,5,1963,1999,Gable,CompShg,Plywood,Plywood,BrkFace,364.0,5,5,CBlock,5,5,3,5.5,242.0,5.0,483.0,0.0,725.0,GasA,5,1,5.0,1035,616,0,1651,0.0,1.0,2,0,4,1,5,6,10,2,TA,BuiltIn,1963.0,2,1.0,276.0,5,5,3,460,46,0,0,165,0,0,3,nan,0,10,2007,WD,Normal,test_col,671,671,Pave_nan,IReg_Lvl,IReg_Inside,IReg_Gtl,108.49462365591398,4027.0,10366.0,14393.0,0.3884815743777735,inf,14393.0,1.0,Norm_Norm,1.3,1,48,1.0,12,36,44,8,Plywood_Plywood,CBlock_BrkFace,Normal_WD,1.0,138.0,10,23.5,14,725.0,0.0,5.0,4.7,3.5,52.2,4.745454545454546
2429,20,RL,75.0,8700,Pave,nan,IReg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1961,1961,Gable,CompShg,HdBoard,HdBoard,BrkFace,53.0,5,5,CBlock,5,5,1,5.0,192.0,2.0,0.0,728.0,920.0,GasA,7,1,5.0,888,0,0,888,0.0,1.0,1,0,3,1,5,5,10,0,nan,Attchd,1961.0,2,1.0,240.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,2,2007,RARE,RARE,test_col,0,0,Pave_nan,IReg_Lvl,IReg_Inside,IReg_Gtl,116.0,2696.0,8940.0,11636.0,0.30156599552572705,inf,11636.0,1.0,Norm_Norm,1.0,1,50,0.0,50,0,46,46,HdBoard_HdBoard,CBlock_BrkFace,RARE,0.20869565217391303,120.0,10,18.0,14,192.0,0.7913043478260869,5.0,3.6,3.5,51.1,4.6454545454545455
2430,20,RL,66.0,8300,Pave,nan,IReg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1968,1968,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,86.0,5,5,CBlock,5,5,2,5.5,952.0,2.0,0.0,0.0,952.0,GasA,7,1,5.0,952,0,0,952,1.0,0.0,1,0,3,1,5,5,10,0,nan,Attchd,1968.0,2,1.0,288.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,8,2007,WD,Normal,test_col,0,0,Pave_nan,IReg_Lvl,IReg_Inside,IReg_Gtl,125.75757575757575,2856.0,8588.0,11444.0,0.33255705635770844,inf,11444.0,1.0,Norm_Norm,1.0,1,43,0.0,43,0,39,39,Wd Sdng_Wd Sdng,CBlock_BrkFace,Normal_WD,1.0,144.0,10,19.5,14,952.0,0.0,5.0,3.9,3.5,51.4,4.672727272727273
2431,20,RL,60.0,7200,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1950,1950,Gable,CompShg,RARE,RARE,None,0.0,5,5,CBlock,5,5,1,1.0,432.0,2.0,0.0,432.0,864.0,GasA,3,1,3.0,1238,0,0,1238,0.0,0.0,1,1,3,1,5,6,6,1,TA,Attchd,1950.0,2,1.0,357.0,5,5,3,0,171,0,0,0,0,0,0,nan,0,11,2007,WD,Normal,test_col,171,171,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,120.0,3340.0,7557.0,10897.0,0.4419743284372105,inf,10897.0,1.0,Norm_Norm,1.0,1,61,0.0,61,0,57,57,RARE_RARE,CBlock_None,Normal_WD,0.5,178.5,10,14.0,14,432.0,0.5,5.0,2.8,3.5,37.3,3.3909090909090907
2432,20,RL,,7500,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2003,Hip,CompShg,RARE,RARE,None,0.0,5,5,CBlock,5,5,1,10.0,574.0,2.0,0.0,466.0,1040.0,GasA,10,1,5.0,1040,0,0,1040,1.0,0.0,1,0,3,1,7,6,10,0,nan,Attchd,1959.0,3,1.0,286.0,5,5,3,0,0,0,0,0,0,0,0,Shed,0,7,2007,WD,Normal,test_col,0,0,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,,3120.0,7786.0,10906.0,0.40071923966092987,inf,10906.0,1.0,Norm_Norm,1.0,1,52,1.0,8,44,48,4,RARE_RARE,CBlock_None,Normal_WD,0.551923076923077,143.0,10,23.0,16,574.0,0.4480769230769231,5.0,4.6,4.0,57.6,5.236363636363636
2433,20,RL,70.0,7315,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1958,Hip,CompShg,RARE,RARE,None,0.0,5,5,CBlock,5,5,1,5.5,625.0,2.0,0.0,545.0,1170.0,GasA,5,1,5.0,1170,0,0,1170,0.0,1.0,1,0,3,1,5,6,10,1,TA,Attchd,1958.0,3,1.0,338.0,5,5,3,0,0,0,0,225,0,0,0,nan,0,3,2007,WD,Normal,test_col,225,225,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,104.5,3510.0,7653.0,11163.0,0.4586436691493532,inf,11163.0,1.0,Norm_Norm,1.0,1,53,0.0,53,0,49,49,RARE_RARE,CBlock_None,Normal_WD,0.5341880341880342,169.0,10,18.5,16,625.0,0.4658119658119658,5.0,3.7,4.0,49.7,4.5181818181818185
2434,20,RL,70.0,7903,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Hip,CompShg,RARE,RARE,None,0.0,5,5,CBlock,5,5,1,5.5,739.0,2.0,0.0,503.0,1242.0,GasA,7,1,3.0,1242,0,0,1242,1.0,0.0,1,1,3,1,5,6,10,0,nan,Attchd,1960.0,3,1.0,324.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,5,2007,WD,RARE,test_col,0,0,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,112.9,3726.0,8227.0,11953.0,0.4528989911267777,inf,11953.0,1.0,Norm_Norm,1.0,1,51,0.0,51,0,47,47,RARE_RARE,CBlock_None,RARE_WD,0.5950080515297906,162.0,10,18.5,16,739.0,0.40499194847020936,5.0,3.7,4.0,47.7,4.336363636363637
2435,20,RL,80.0,8000,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Hip,CompShg,RARE,RARE,None,0.0,5,5,CBlock,5,5,1,3.0,1098.0,5.5,154.0,125.0,1377.0,GasA,5,1,5.0,1377,0,0,1377,1.0,0.0,1,0,3,1,5,6,10,2,TA,Attchd,1965.0,2,1.0,351.0,5,5,3,0,0,0,0,0,0,0,3,nan,0,11,2007,WD,Normal,test_col,0,0,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,100.0,4131.0,8351.0,12482.0,0.49467129685067657,inf,12482.0,1.0,Norm_Norm,1.0,1,51,0.0,51,0,47,47,RARE_RARE,CBlock_None,Normal_WD,0.9092229484386347,175.5,10,19.5,14,1252.0,0.09077705156136529,5.0,3.9,3.5,49.4,4.490909090909091
2436,20,RL,70.0,7000,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,RARE,Wd Sdng,None,0.0,5,5,RARE,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,7,1,5.0,925,0,0,925,0.0,0.0,1,0,3,1,5,7,10,0,nan,Attchd,1961.0,5,1.0,300.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,7,2007,WD,Normal,test_col,0,0,Pave_nan,Reg_Lvl,Reg_Corner,Reg_Gtl,100.0,1850.0,7300.0,9150.0,0.2534246575342466,inf,9150.0,1.0,Feedr_Norm,1.0,1,50,0.0,50,0,46,46,RARE,RARE_None,Normal_WD,,150.0,10,0.0,20,0.0,,5.0,0.0,5.0,48.0,4.363636363636363
2437,20,RL,60.0,6600,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,5,CBlock,5,5,1,5.0,110.0,3.0,442.0,312.0,864.0,GasA,7,1,5.0,864,0,0,864,0.0,0.0,1,0,2,1,5,5,10,0,nan,Detchd,1962.0,2,1.0,294.0,5,5,3,58,0,0,0,0,0,0,0,nan,0,12,2007,WD,Normal,test_col,58,58,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,110.0,2592.0,6894.0,9486.0,0.37597911227154046,inf,9486.0,1.0,RARE,1.0,1,49,0.0,49,0,45,45,Wd Sdng_Wd Sdng,CBlock_None,Normal_WD,0.6388888888888888,147.0,10,19.0,14,552.0,0.3611111111111111,5.0,3.8,3.5,49.3,4.4818181818181815
2438,85,RL,66.0,6760,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,5,5,CBlock,5,5,3,5.0,734.0,2.0,0.0,162.0,896.0,GasA,5,1,5.0,936,0,0,936,1.0,0.0,1,0,3,1,5,6,10,1,Po,Attchd,1962.0,3,1.0,288.0,5,5,3,24,90,160,0,0,0,0,0,nan,0,10,2007,WD,Normal,test_col,274,274,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,102.42424242424242,2768.0,7048.0,9816.0,0.3927355278093076,inf,9816.0,1.0,Norm_Norm,1.2,1,49,0.0,49,0,45,45,HdBoard_HdBoard,CBlock_None,Normal_WD,0.8191964285714286,144.0,10,20.0,16,734.0,0.18080357142857142,5.0,4.0,4.0,49.0,4.454545454545454
2439,30,RM,60.0,6978,Pave,nan,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,7,1926,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,7,7,RARE,5,5,1,2.0,0.0,2.0,0.0,850.0,850.0,GasA,5,1,5.0,960,0,0,960,0.0,0.0,1,0,2,1,5,5,10,0,nan,Detchd,1981.0,3,2.0,576.0,5,5,3,0,0,116,0,0,0,0,0,nan,0,4,2007,WD,Normal,test_col,116,116,Pave_nan,Reg_Bnk,Reg_Inside,Reg_Gtl,116.3,2770.0,7554.0,10324.0,0.3666931427058512,inf,10324.0,1.0,RARE,1.0,1,85,1.0,31,54,81,27,MetalSd_MetalSd,RARE_None,Normal_WD,0.0,192.0,14,15.0,16,0.0,1.0,7.0,3.0,4.0,51.0,4.636363636363637
2440,50,RM,50.0,6000,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,RARE,5,5,1,5.5,276.0,2.0,0.0,569.0,845.0,GasA,5,1,5.0,866,430,0,1296,0.0,0.0,1,0,3,1,5,6,10,0,nan,Detchd,1980.0,2,2.0,576.0,5,5,3,0,0,175,0,0,0,0,0,nan,0,7,2007,WD,Normal,test_col,175,175,Pave_Grvl,Reg_Lvl,Reg_Inside,Reg_Gtl,120.0,3437.0,6576.0,10013.0,0.5226581508515815,inf,10013.0,1.0,Norm_Norm,1.5,1,84,1.0,61,23,80,57,MetalSd_MetalSd,RARE_None,Normal_WD,0.32662721893491126,192.0,10,18.5,14,276.0,0.6733727810650888,5.0,3.7,3.5,49.2,4.472727272727273
2441,30,RM,56.0,4480,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,1922,1950,Gable,CompShg,RARE,RARE,None,0.0,5,5,PConc,3,3,1,1.0,782.0,2.0,0.0,240.0,1022.0,GasA,5,0,4.0,1022,0,0,1022,1.0,0.0,1,0,2,1,3,4,10,1,Gd,Detchd,1922.0,2,1.0,184.0,5,3,2,0,122,20,0,0,0,0,3,nan,0,2,2007,WD,Normal,test_col,142,142,Pave_nan,Reg_Lvl,Reg_Corner,Reg_Gtl,80.0,3066.0,4664.0,7730.0,0.6573756432246999,inf,7730.0,1.0,RARE,1.0,1,89,1.0,61,28,85,57,RARE_RARE,PConc_None,Normal_WD,0.7651663405088063,92.0,10,10.0,12,782.0,0.23483365949119372,5.0,2.0,3.0,43.0,3.909090909090909
2442,30,RM,56.0,3153,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1990,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,RARE,5,5,1,2.0,0.0,2.0,0.0,967.0,967.0,GasA,7,1,5.0,967,0,0,967,0.0,0.0,1,0,2,1,5,5,10,1,Gd,Detchd,1920.0,2,1.0,180.0,3,5,2,0,0,26,0,0,0,0,0,nan,0,7,2007,WD,Normal,test_col,26,26,Pave_Grvl,Reg_Lvl,Reg_Inside,Reg_Gtl,56.30357142857143,2901.0,3333.0,6234.0,0.8703870387038704,inf,6234.0,1.0,Norm_Norm,1.0,1,91,1.0,21,70,87,17,MetalSd_MetalSd,RARE_None,Normal_WD,0.0,90.0,10,15.0,12,0.0,1.0,5.0,3.0,3.0,50.0,4.545454545454546
2443,30,RM,60.0,7200,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1940,1950,Gable,CompShg,VinylSd,VinylSd,RARE,279.0,5,5,CBlock,5,5,1,2.0,0.0,2.0,0.0,808.0,808.0,GasA,10,1,5.0,1072,0,0,1072,0.0,0.0,1,0,2,1,5,5,10,2,Gd,Detchd,1940.0,2,2.0,379.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,5,2007,WD,Normal,test_col,0,0,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,120.0,2952.0,7579.0,10531.0,0.3894972951576725,inf,10531.0,1.0,Norm_Norm,1.0,1,71,1.0,61,10,67,57,VinylSd_VinylSd,RARE,Normal_WD,0.0,126.33333333333333,10,15.0,14,0.0,1.0,5.0,3.0,3.5,56.5,5.136363636363637
2444,50,RM,120.0,9000,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1900,2006,Gable,CompShg,RARE,RARE,None,0.0,5,5,RARE,5,3,1,3.0,130.0,2.0,0.0,550.0,680.0,GasA,10,1,5.0,680,494,0,1174,0.0,0.0,1,0,2,1,7,6,10,1,Gd,Detchd,2000.0,2,2.0,576.0,5,5,3,116,26,40,0,0,0,0,3,nan,0,6,2007,WD,Normal,test_col,182,182,Pave_nan,Reg_Lvl,Reg_Corner,Reg_Gtl,75.0,3028.0,9576.0,12604.0,0.31620718462823727,inf,12604.0,1.0,Norm_Norm,1.5,1,111,1.0,5,106,107,1,RARE_RARE,RARE_None,Normal_WD,0.19117647058823528,192.0,10,14.0,14,130.0,0.8088235294117647,5.0,2.8,3.5,57.3,5.209090909090909
2445,50,RM,50.0,5925,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,6,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,RARE,3,5,1,1.0,122.0,5.5,448.0,0.0,570.0,GasA,7,0,5.0,761,380,0,1141,0.0,0.0,1,0,3,1,5,6,10,0,nan,Detchd,1930.0,2,1.0,252.0,3,3,3,0,0,96,0,0,0,0,0,nan,0,5,2007,RARE,Normal,test_col,96,96,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,118.5,2852.0,6177.0,9029.0,0.4617128055690465,inf,9029.0,1.0,Norm_Norm,1.5,1,111,1.0,61,50,107,57,MetalSd_MetalSd,RARE_None,RARE,1.0,126.0,10,15.5,10,570.0,0.0,5.0,3.1,2.5,47.6,4.327272727272727
2446,70,RM,57.0,9639,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,4,8,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,PConc,5,5,1,2.0,0.0,2.0,0.0,1075.0,1075.0,GasA,10,1,5.0,1156,642,0,1798,0.0,0.0,2,1,4,1,5,7,10,0,nan,Detchd,1935.0,2,2.0,342.0,5,5,2,0,0,160,0,0,0,0,3,nan,0,5,2007,WD,Normal,test_col,160,160,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,169.10526315789474,4671.0,9981.0,14652.0,0.46798917944093776,inf,14652.0,1.0,RARE,2.0,1,111,1.0,61,50,107,57,MetalSd_MetalSd,PConc_None,Normal_WD,0.0,114.0,10,15.0,14,0.0,1.0,5.0,3.0,3.5,53.5,4.863636363636363
2447,70,RM,,10337,Pave,Pave,IReg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,9,1910,1999,Hip,CompShg,VinylSd,VinylSd,None,0.0,7,7,RARE,5,5,1,2.0,0.0,2.0,0.0,725.0,725.0,GasA,10,0,5.0,909,863,0,1772,0.0,0.0,2,1,3,1,7,7,10,0,nan,Detchd,1992.0,2,2.0,816.0,5,5,3,0,0,0,0,0,0,0,3,nan,0,5,2007,WD,Normal,test_col,0,0,Pave_Pave,IReg_Lvl,IReg_Inside,IReg_Gtl,,4269.0,11153.0,15422.0,0.382766968528647,inf,15422.0,1.0,Norm_Norm,2.0,1,101,1.0,12,89,97,8,VinylSd_VinylSd,RARE_None,Normal_WD,0.0,272.0,14,15.0,14,0.0,1.0,7.0,3.0,3.5,62.5,5.681818181818182
2448,70,RM,53.0,9863,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,6,1927,1950,Rare_roof,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,5,RARE,5,5,1,1.0,196.0,5.5,210.0,322.0,728.0,GasA,5,1,5.0,914,728,0,1642,0.0,1.0,1,1,4,1,5,9,10,1,Gd,Detchd,1927.0,2,1.0,374.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,3,2007,WD,RARE,test_col,0,0,Pave_Pave,Reg_Lvl,Reg_Inside,Reg_Gtl,186.0943396226415,4012.0,10237.0,14249.0,0.3919116928787731,inf,14249.0,1.0,Norm_Norm,2.0,1,84,1.0,61,23,80,57,Wd Sdng_Wd Sdng,RARE_None,RARE_WD,0.5576923076923077,187.0,10,17.5,14,406.0,0.4423076923076923,5.0,3.5,3.5,50.0,4.545454545454546
2449,70,RM,35.0,4571,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,RARE,5,5,1,3.0,168.0,2.0,0.0,448.0,616.0,GasA,10,1,5.0,616,616,0,1232,0.0,0.0,1,0,3,1,5,6,10,0,nan,Detchd,1920.0,2,2.0,480.0,3,3,3,280,0,143,0,0,0,0,0,nan,0,6,2007,WD,Normal,test_col,423,423,Pave_Grvl,Reg_Lvl,Reg_Inside,Reg_Gtl,130.6,3080.0,5051.0,8131.0,0.6097802415363295,inf,8131.0,1.0,Norm_Norm,2.0,1,101,1.0,61,40,97,57,MetalSd_MetalSd,RARE_None,Normal_WD,0.2727272727272727,160.0,10,16.0,10,168.0,0.7272727272727273,5.0,3.2,2.5,52.7,4.790909090909091
2450,50,RM,56.0,8398,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1910,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,5,CBlock,7,7,1,3.0,259.0,2.0,0.0,667.0,926.0,GasA,5,1,5.0,991,659,0,1650,0.0,0.0,2,0,3,1,5,6,10,0,nan,Detchd,1979.0,2,2.0,468.0,5,5,2,128,103,0,0,0,0,0,0,nan,0,11,2007,WD,Normal,test_col,231,231,Pave_Grvl,Reg_Lvl,Reg_Inside,Reg_Gtl,149.96428571428572,4226.0,8866.0,13092.0,0.4766523798781863,inf,13092.0,1.0,Norm_Norm,1.5,1,101,1.0,21,80,97,17,Wd Sdng_Wd Sdng,CBlock_None,Normal_WD,0.2796976241900648,156.0,10,20.0,14,259.0,0.7203023758099352,5.0,4.0,3.5,51.5,4.681818181818182
2451,70,RM,60.0,3600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1930,2005,Rare_roof,CompShg,VinylSd,VinylSd,None,0.0,5,7,RARE,5,3,1,5.5,316.0,2.0,0.0,371.0,687.0,GasA,7,1,5.0,687,671,0,1358,0.0,0.0,1,1,3,1,7,6,10,1,Gd,Detchd,2004.0,2,1.0,336.0,5,5,3,0,32,0,0,0,0,0,3,nan,0,7,2007,WD,Partial,test_col,32,32,Pave_Grvl,Reg_Lvl,Reg_Inside,Reg_Gtl,60.0,3403.0,3936.0,7339.0,0.8645833333333334,inf,7339.0,1.0,Norm_Norm,2.0,1,81,1.0,6,75,77,2,VinylSd_VinylSd,RARE_None,RARE,0.45997088791848617,168.0,12,16.5,14,316.0,0.5400291120815138,6.0,3.3,3.5,54.8,4.9818181818181815
2452,75,RM,75.0,13500,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,8,1879,1987,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,7,PConc,5,5,1,2.0,0.0,2.0,0.0,819.0,819.0,GasA,5,1,3.0,1312,1142,0,2454,0.0,0.0,2,0,3,1,5,8,10,1,Gd,Attchd,1950.0,2,2.0,576.0,5,5,2,0,148,150,0,0,0,0,3,nan,0,2,2007,WD,Normal,test_col,298,298,Pave_Grvl,Reg_Lvl,Reg_Corner,Reg_Gtl,180.0,5727.0,14076.0,19803.0,0.4068627450980392,inf,19803.0,1.0,Norm_Norm,2.5,0,132,1.0,24,108,128,20,Wd Sdng_Wd Sdng,PConc_None,Normal_WD,0.0,192.0,12,15.0,14,0.0,1.0,6.0,3.0,3.5,51.5,4.681818181818182
2453,20,RM,52.0,8626,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,MetalSd,MetalSd,None,1.0,5,5,CBlock,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,7,1,5.0,968,0,0,968,0.0,0.0,1,0,2,1,5,5,10,0,nan,Attchd,1956.0,2,1.0,331.0,3,5,3,0,0,0,0,0,0,0,0,nan,0,5,2007,WD,Normal,test_col,0,0,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,165.8846153846154,1936.0,8957.0,10893.0,0.2161437981467009,inf,10893.0,1.0,Norm_Norm,1.0,1,55,0.0,55,0,51,51,MetalSd_MetalSd,CBlock_None,Normal_WD,,165.5,10,0.0,12,0.0,,5.0,0.0,3.0,45.0,4.090909090909091
2454,80,RM,76.0,11800,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,SLvl,4,7,1949,2002,Gable,CompShg,RARE,Wd Sdng,None,0.0,5,5,RARE,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,10,1,5.0,1382,0,0,1382,0.0,0.0,2,0,1,1,5,6,5,1,TA,Attchd,1957.0,3,1.0,384.0,5,5,3,0,40,0,0,0,0,0,0,nan,0,5,2007,WD,Normal,test_col,40,40,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,155.26315789473685,2764.0,12184.0,14948.0,0.22685489166119502,inf,14948.0,1.0,Norm_Norm,1.3,1,62,1.0,9,53,58,5,RARE,RARE_None,Normal_WD,,192.0,10,0.0,16,0.0,,5.0,0.0,4.0,46.0,4.181818181818182
2455,40,RL,55.0,6854,Pave,nan,Reg,Bnk,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,7,PConc,5,5,1,1.0,317.0,5.5,227.0,212.0,756.0,GasA,5,0,3.0,916,144,0,1060,1.0,0.0,1,0,1,1,5,6,5,1,Gd,Detchd,1969.0,2,1.0,308.0,3,5,3,0,65,0,0,150,0,0,0,nan,0,8,2007,WD,Normal,test_col,215,215,Pave_nan,Reg_Bnk,Reg_Inside,RARE,124.61818181818182,2876.0,7162.0,10038.0,0.4015638089919017,inf,10038.0,1.0,Norm_Norm,1.0,1,86,1.0,17,69,82,13,MetalSd_MetalSd,PConc_None,Normal_WD,0.7195767195767195,154.0,12,17.5,12,544.0,0.2804232804232804,6.0,3.5,3.0,43.5,3.9545454545454546
