MSSubClass,MSZoning,LotFrontage,LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterCond,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,Neighborhood_mapped,rare_Exterior1st,rare_Exterior2nd,rare_Alley,rare_Condition1,rare_SaleType,rare_RoofStyle,rare_LotShape,rare_LandContour,rare_LandSlope,rare_Foundation,MasExist,AirCon,Electrical_SBrkr,Functional_Typ,GarageType_InHome,PavedDrive1,HasFence,MiscFeature1,SaleType_New_House,SaleCon_Normal,HasPool,Has2ndFloor,HasFireplace,total_Utility_Count,SqFtPerRoom,Total_Home_Quality,Product_Home_Quality,Total_Bathrooms,TotalSF,TotalPorchSF,YearBlRm,TotalExtQual,ProductExtQual,TotalBsmQual_And_Fin,TotalBsmQual,ProductBsmQual,TotalBsmFin,TotalGrgQual,ProductGrgQual,TotalQual,QualGr,QualPorch,QualExt,QualGrg,QlLivArea,QualSFNg,ProBsmQualPerTotFin,Age_YrBuilt,Age_YrRmd,Diff_YrRmd_YrBlt,Age_GarageYrBlt,Diff_GarYBlt_YrBlt,LivLotRatio,Spaciousness,GrArea+Basement,YrRemod*Basement,Count_OutSideSF,Rat_Out_Count,total_Area,Count_Areas,Rat_Areas_Count,total_Floors,Count_Floors,Rat_Floors_Count,Tot_Bsmt_per_Fin,OverallCond_Price_grade,space_Cluster,Areas_Cluster,Floors_Cluster,OutsideSF_Cluster,OverAll_QC_Cluster,YrBlt_Cluster,SalePrice,Predicted,is_train
120,RM,45.0,3072,Blmngtn,TwnhsE,1Story,7,5,2004.0,2004.0,BrkFace,18.0,3,3,No,6,1059.0,1,0.0,306.0,1365.0,1548,0,0,1548,1.0,0.0,2,0,2,1,7,1,3,Attchd,2004.0,Fin,2.0,388.0,3,Y,143,20,0,0,0,0,0,5,VinylSd,VinylSd,None,Norm,WD,Hip,Reg,Lvl,Gtl,PConc,1,1,1,1,1,1,0,0,0,1,0,0,1,7,154.8,12,35,3.0,2607.0,163,4008.0,7,12,14,7,12,7,6,9,43,66564,1141,126.0,2328.0,66564,332820,1.7142857142857142,2.0,2.0,0.0,2.0,0.0,0.50390625,221.14285714285714,2913.0,2735460.0,2,81.5,6391.0,5,1278.2,1548,1,1548.0,195.0,2,1,6,4,0,1,1,195307.58471564384,195307.58471564384,No
120,RL,43.0,3010,Blmngtn,TwnhsE,1Story,7,5,2005.0,2006.0,BrkFace,14.0,3,3,Gd,6,16.0,1,0.0,1126.0,1142.0,1142,0,0,1142,0.0,0.0,2,0,2,1,6,0,0,Attchd,2005.0,Fin,2.0,440.0,3,Y,90,0,0,0,0,0,0,5,VinylSd,VinylSd,None,Norm,New,Gable,Reg,Lvl,Gtl,PConc,1,1,1,1,1,1,0,0,1,1,0,0,0,8,126.88888888888889,12,35,2.0,1158.0,90,4011.0,7,12,14,7,12,7,6,9,43,49106,630,98.0,2640.0,49106,245530,1.7142857142857142,1.0,0.0,1.0,1.0,0.0,0.37940199335548175,190.33333333333334,2284.0,2290852.0,1,90.0,5748.0,5,1149.6,1142,1,1142.0,163.14285714285714,2,2,6,1,6,1,1,170036.53062372247,170036.53062372247,No
60,RL,59.0,9171,Gilbert,1Fam,2Story,7,5,2004.0,2005.0,None,0.0,3,3,Av,1,0.0,1,0.0,848.0,848.0,848,750,0,1598,0.0,0.0,2,1,3,1,7,1,4,Attchd,2004.0,Fin,2.0,433.0,3,Y,100,48,0,0,0,0,0,5,VinylSd,VinylSd,None,Norm,WD,Gable,IR1,Lvl,Gtl,PConc,0,1,1,1,1,1,0,0,0,1,0,1,1,7,145.27272727272728,12,35,2.5,1598.0,148,4009.0,7,12,9,7,12,2,6,9,38,60724,1036,0.0,2598.0,60724,303620,6.0,2.0,1.0,1.0,2.0,0.0,0.17424490240976992,228.28571428571428,2446.0,1700240.0,2,74.0,12050.0,4,3012.5,1598,2,799.0,424.0,2,7,9,3,0,1,1,186775.73475144975,186775.73475144975,No
60,RL,71.2,8658,Gilbert,1Fam,2Story,6,5,2000.0,2000.0,None,0.0,3,3,No,5,732.0,1,0.0,250.0,982.0,1008,881,0,1889,0.0,0.0,2,1,3,1,9,1,3,Attchd,2000.0,Fin,2.0,431.0,3,Y,0,0,0,0,0,0,0,5,VinylSd,VinylSd,None,Norm,WD,Gable,IR1,Lvl,Gtl,PConc,0,1,1,1,1,1,0,0,0,1,0,1,1,7,145.30769230769232,11,30,2.5,2621.0,0,4000.0,6,9,13,7,12,6,6,9,39,73671,0,0.0,2586.0,73671,368355,2.0,6.0,6.0,0.0,6.0,0.0,0.21817971817971818,209.88888888888889,2871.0,1964000.0,0,0.0,11960.0,4,2990.0,1889,2,944.5,163.66666666666666,2,7,9,3,6,9,1,192213.8880294187,192213.8880294187,No
60,RL,80.0,12104,Gilbert,1Fam,2Story,7,5,2006.0,2006.0,None,0.0,3,3,No,1,0.0,1,0.0,1035.0,1035.0,1082,1240,0,2322,0.0,0.0,3,1,4,1,8,0,0,Attchd,2006.0,RFn,3.0,617.0,3,Y,400,45,0,0,0,0,0,5,VinylSd,VinylSd,None,Norm,New,Gable,IR1,Lvl,Gtl,PConc,0,1,1,1,1,1,0,0,1,1,0,1,0,8,178.6153846153846,12,35,3.5,2322.0,445,4012.0,7,12,9,7,12,2,6,9,37,85914,3115,0.0,3702.0,85914,429570,6.0,0.0,0.0,0.0,0.0,0.0,0.19183740912095176,290.25,3357.0,2076210.0,2,222.5,16078.0,4,4019.5,2322,2,1161.0,517.5,2,0,0,5,4,1,1,259799.51736823068,259799.51736823068,No
60,RL,84.0,9660,NoRidge,1Fam,2Story,8,5,1998.0,1998.0,BrkFace,242.0,3,3,No,6,791.0,1,0.0,253.0,1044.0,1079,897,0,1976,1.0,0.0,2,1,3,1,7,1,5,Attchd,1998.0,Fin,3.0,885.0,3,Y,210,31,0,0,0,0,0,10,VinylSd,VinylSd,None,Norm,WD,Gable,IR1,Lvl,Gtl,PConc,1,1,1,1,1,1,0,0,0,1,0,1,1,8,179.63636363636363,13,40,3.5,2767.0,241,3996.0,7,12,14,7,12,7,6,9,44,86944,1687,1694.0,5310.0,86944,869440,1.7142857142857142,8.0,8.0,0.0,8.0,0.0,0.20455486542443063,282.2857142857143,3020.0,2085912.0,2,120.5,13807.0,5,2761.4,1976,2,988.0,149.14285714285714,2,7,0,3,0,1,1,256049.20852145314,256049.20852145314,No
60,RL,83.0,9545,NoRidge,1Fam,2Story,8,5,2000.0,2000.0,BrkFace,322.0,3,3,Mn,6,505.0,1,0.0,655.0,1160.0,1205,1029,0,2234,1.0,0.0,2,1,3,1,7,1,3,BuiltIn,2000.0,RFn,3.0,768.0,3,Y,0,50,0,0,0,0,0,10,VinylSd,VinylSd,None,Norm,WD,Gable,Reg,Lvl,Gtl,PConc,1,1,1,1,1,1,0,0,0,1,0,1,1,8,203.0909090909091,13,40,3.5,2739.0,50,4000.0,7,12,14,7,12,7,6,9,44,98296,350,2254.0,4608.0,98296,982960,1.7142857142857142,6.0,6.0,0.0,6.0,0.0,0.23404924044002096,319.14285714285717,3394.0,2320000.0,1,50.0,14029.0,5,2805.8,2234,2,1117.0,165.71428571428572,2,0,0,5,6,1,1,257596.76769540895,257596.76769540895,No
60,RL,70.6,9233,NoRidge,1Fam,2Story,9,5,2000.0,2000.0,BrkFace,877.0,3,3,Av,6,1182.0,1,0.0,358.0,1540.0,1540,1315,0,2855,1.0,0.0,2,1,4,1,9,1,3,Attchd,2000.0,RFn,3.0,774.0,3,Y,247,55,0,0,0,0,0,10,VinylSd,VinylSd,None,Norm,WD,Gable,IR1,Lvl,Gtl,PConc,1,1,1,1,1,1,0,0,0,1,0,1,1,8,219.6153846153846,14,45,3.5,4037.0,302,4000.0,7,12,15,8,15,7,6,9,47,134185,2114,6139.0,4644.0,134185,1341850,2.142857142857143,6.0,6.0,0.0,6.0,0.0,0.30921693923968374,317.22222222222223,4395.0,3080000.0,2,151.0,15279.0,5,3055.8,2855,2,1427.5,220.0,2,0,5,5,0,5,1,354971.94690065423,354971.94690065423,No
60,RL,83.0,10019,NoRidge,1Fam,2Story,8,5,1995.0,1995.0,BrkFace,397.0,3,3,No,5,527.0,1,0.0,815.0,1342.0,1358,1368,0,2726,0.0,0.0,2,1,4,1,9,1,5,Attchd,1995.0,RFn,3.0,725.0,3,Y,307,169,168,0,0,0,0,10,VinylSd,VinylSd,None,Norm,WD,Hip,IR1,Lvl,Gtl,PConc,1,1,1,1,1,1,0,0,0,1,0,1,1,8,209.69230769230768,13,40,2.5,3253.0,644,3990.0,7,12,13,7,12,6,6,9,43,117218,4508,2779.0,4350.0,117218,1172180,2.0,11.0,11.0,0.0,11.0,0.0,0.2720830422197824,302.8888888888889,4068.0,2677290.0,3,214.66666666666666,15209.0,5,3041.8,2726,2,1363.0,223.66666666666666,2,0,0,5,3,1,1,308659.9604342304,308659.9604342304,No
60,RL,114.0,17242,NoRidge,1Fam,2Story,9,5,1993.0,1994.0,BrkFace,738.0,4,3,Gd,3,292.0,6,1393.0,48.0,1733.0,1933,1567,0,3500,1.0,0.0,3,1,4,1,11,1,3,Attchd,1993.0,RFn,3.0,959.0,3,Y,870,86,0,0,210,0,0,10,MetalSd,MetalSd,None,Norm,WD,Hip,IR1,Lvl,Gtl,PConc,1,1,1,1,1,1,0,0,0,1,0,1,1,8,218.75,14,45,4.5,5185.0,1166,3987.0,8,16,17,8,15,9,6,9,50,175000,9328,5904.0,5754.0,175000,1750000,1.6666666666666667,13.0,12.0,1.0,13.0,0.0,0.20299269226307853,318.1818181818182,5233.0,3455602.0,3,388.6666666666667,24172.0,5,4834.4,3500,2,1750.0,192.55555555555554,2,0,5,6,4,5,1,428901.6213355835,428901.6213355835,No
60,RL,84.8,10236,NoRidge,1Fam,2Story,8,5,1994.0,1995.0,BrkFace,501.0,3,3,Gd,6,380.0,4,168.0,742.0,1290.0,1305,1189,0,2494,1.0,0.0,2,1,4,1,9,1,3,Attchd,1994.0,Fin,3.0,803.0,3,Y,200,95,0,0,0,0,0,10,VinylSd,VinylSd,None,Norm,WD,Gable,IR1,Lvl,Gtl,PConc,1,1,1,1,1,1,1,0,0,1,0,1,1,9,191.84615384615384,13,40,3.5,3042.0,295,3989.0,7,12,17,7,12,10,6,9,47,117218,2065,3507.0,4818.0,117218,1172180,1.2,12.0,11.0,1.0,12.0,0.0,0.24364986322782337,277.1111111111111,3784.0,2573550.0,2,147.5,15324.0,5,3064.8,2494,2,1247.0,129.0,2,0,5,5,0,1,1,291667.4054634352,291667.4054634352,No
60,RL,98.8,12585,NoRidge,1Fam,2Story,8,5,1993.0,1993.0,BrkFace,420.0,3,3,No,2,247.0,6,1039.0,0.0,1286.0,1565,1234,0,2799,1.0,0.0,2,1,3,1,8,1,3,Attchd,1993.0,Fin,3.0,704.0,3,Y,432,136,0,0,0,0,0,10,HdBoard,RARE,None,Norm,WD,Gable,IR1,Lvl,Gtl,PConc,1,1,1,1,1,1,0,0,0,1,0,1,1,8,233.25,13,40,3.5,4085.0,568,3986.0,7,12,15,7,12,8,6,9,45,125955,3976,2940.0,4224.0,125955,1259550,1.5,13.0,13.0,0.0,13.0,0.0,0.22240762812872467,349.875,4085.0,2562998.0,2,284.0,17794.0,5,3558.8,2799,2,1399.5,160.75,2,0,0,6,4,1,1,314931.24657671584,314931.24657671584,No
60,RL,75.0,12447,Somerst,1Fam,2Story,8,5,2005.0,2006.0,Stone,192.0,3,4,No,1,0.0,1,0.0,1100.0,1100.0,1116,848,0,1964,0.0,0.0,2,1,3,1,8,1,4,BuiltIn,2005.0,Fin,2.0,760.0,3,Y,200,70,0,0,0,0,0,7,CemntBd,CmentBd,None,RARE,New,Gable,IR1,Lvl,Gtl,PConc,1,1,1,1,1,1,0,0,1,1,0,1,1,9,163.66666666666666,13,40,2.5,1964.0,270,4011.0,7,12,10,8,16,2,6,9,40,78560,1890,1344.0,4560.0,78560,549920,8.0,1.0,0.0,1.0,1.0,0.0,0.15778902546798426,245.5,3064.0,2206600.0,2,135.0,16463.0,5,3292.6,1964,2,982.0,550.0,2,7,0,0,0,5,1,254452.41359873055,254452.41359873055,No
20,RL,49.0,15218,Somerst,1Fam,1Story,8,5,2006.0,2006.0,None,127.2,3,4,No,6,1562.0,1,0.0,108.0,1670.0,1670,0,0,1670,1.0,0.0,2,1,2,1,6,1,4,Attchd,2006.0,RFn,3.0,928.0,3,Y,0,240,200,0,0,0,0,7,VinylSd,VinylSd,None,RARE,New,Gable,IR1,Lvl,Gtl,PConc,0,1,1,1,1,1,0,0,1,1,0,0,1,7,167.0,13,40,3.5,3232.0,440,4012.0,7,12,16,9,20,7,6,9,46,76820,3080,890.4,5568.0,76820,537740,2.857142857142857,0.0,0.0,0.0,0.0,0.0,0.10973846760415297,278.3333333333333,3340.0,3350020.0,2,220.0,19613.2,5,3922.6400000000003,1670,1,1670.0,238.57142857142858,2,5,7,4,5,5,1,306581.48631199985,306581.48631199985,No
20,RL,85.0,10936,Somerst,1Fam,1Story,8,5,2006.0,2006.0,BrkFace,60.0,3,3,No,1,0.0,1,0.0,1504.0,1504.0,1504,0,0,1504,0.0,0.0,2,0,3,1,7,0,0,Attchd,2006.0,Fin,2.0,510.0,3,Y,144,0,0,0,0,0,0,7,VinylSd,VinylSd,None,RARE,New,Gable,Reg,Lvl,Gtl,PConc,1,1,1,1,1,1,0,0,1,1,0,0,0,8,150.4,13,40,2.0,1504.0,144,4012.0,7,12,9,7,12,2,6,9,39,58656,1008,420.0,3060.0,58656,410592,6.0,0.0,0.0,0.0,0.0,0.0,0.13752743233357717,214.85714285714286,3008.0,3017024.0,1,144.0,14514.0,5,2902.8,1504,1,1504.0,752.0,2,1,6,4,0,1,1,209612.6785066281,209612.6785066281,No
20,FV,72.0,8640,Somerst,1Fam,1Story,8,5,2006.0,2006.0,None,0.0,3,3,No,6,24.0,1,0.0,1254.0,1278.0,1278,0,0,1278,0.0,0.0,2,0,2,1,5,0,0,Attchd,2006.0,RFn,2.0,584.0,3,Y,0,60,0,0,0,0,0,7,VinylSd,VinylSd,None,Norm,New,Gable,Reg,Lvl,Gtl,PConc,0,1,1,1,1,1,0,0,1,1,0,0,0,7,159.75,13,40,2.0,1302.0,60,4012.0,7,12,14,7,12,7,6,9,44,56232,420,0.0,3504.0,56232,393624,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.14791666666666667,255.6,2556.0,2563668.0,1,60.0,11780.0,4,2945.0,1278,1,1278.0,182.57142857142858,2,4,6,1,6,1,1,199987.4828739023,199987.4828739023,No
60,FV,100.0,13162,Somerst,1Fam,2Story,9,5,2006.0,2006.0,None,0.0,3,3,No,6,1836.0,1,0.0,200.0,2036.0,2036,604,0,2640,1.0,0.0,3,1,3,1,11,1,4,Attchd,2006.0,RFn,3.0,792.0,3,Y,0,265,0,0,0,0,0,7,VinylSd,VinylSd,None,RARE,New,Gable,Reg,Lvl,Gtl,PConc,0,1,1,1,1,1,0,0,1,1,0,1,1,8,165.0,14,45,4.5,4476.0,265,4012.0,7,12,15,8,15,7,6,9,47,124080,1855,0.0,4752.0,124080,868560,2.142857142857143,0.0,0.0,0.0,0.0,0.0,0.20057741984500835,240.0,4676.0,4084216.0,1,265.0,18630.0,4,4657.5,2640,2,1320.0,290.85714285714283,2,5,7,6,5,5,1,385629.47759637824,385629.47759637824,No
60,FV,65.0,8125,Somerst,1Fam,2Story,6,5,2005.0,2005.0,None,0.0,3,3,No,1,0.0,1,0.0,858.0,858.0,858,858,0,1716,0.0,0.0,2,1,3,1,7,0,0,Attchd,2005.0,RFn,2.0,615.0,3,Y,0,53,0,0,0,0,0,7,VinylSd,VinylSd,None,Norm,WD,Gable,Reg,Lvl,Gtl,PConc,0,1,1,1,1,1,0,0,0,1,0,1,0,7,156.0,11,30,2.5,1716.0,53,4010.0,7,12,9,7,12,2,6,9,37,63492,371,0.0,3690.0,63492,444444,6.0,1.0,1.0,0.0,1.0,0.0,0.2112,245.14285714285714,2574.0,1720290.0,1,53.0,11314.0,4,2828.5,1716,2,858.0,429.0,2,7,9,3,6,9,1,184228.4924571248,184228.4924571248,No
20,RL,74.0,7733,SawyerW,1Fam,1Story,6,5,2005.0,2005.0,None,0.0,3,3,Mn,6,24.0,1,0.0,1118.0,1142.0,1142,0,0,1142,0.0,0.0,1,1,3,1,5,0,0,None,1991.0,None,0.0,0.0,0,Y,4,50,0,0,0,0,0,5,VinylSd,VinylSd,None,Norm,WD,Gable,IR1,Lvl,Gtl,PConc,0,1,1,1,0,1,0,0,0,1,0,0,0,5,142.75,11,30,1.5,1166.0,54,4010.0,6,9,13,6,9,7,0,0,34,38828,324,0.0,0.0,38828,194140,1.2857142857142858,1.0,1.0,0.0,15.0,-14.0,0.14767877925772663,228.4,2284.0,2289710.0,2,27.0,10017.0,3,3339.0,1142,1,1142.0,163.14285714285714,2,4,2,1,6,0,1,136685.54914735164,136685.54914735164,No
20,RL,91.0,11024,SawyerW,1Fam,1Story,7,5,2005.0,2006.0,BrkFace,118.0,3,3,Av,1,0.0,1,0.0,1400.0,1400.0,1400,0,0,1400,0.0,0.0,2,0,3,1,6,0,0,Attchd,2005.0,RFn,2.0,612.0,3,Y,144,55,0,0,0,0,0,5,VinylSd,VinylSd,None,Norm,New,Gable,IR1,Lvl,Gtl,PConc,1,1,1,1,1,1,0,0,1,1,0,0,0,8,155.55555555555554,12,35,2.0,1400.0,199,4011.0,7,12,9,7,12,2,6,9,38,53200,1393,826.0,3672.0,53200,266000,6.0,1.0,0.0,1.0,1.0,0.0,0.1269956458635704,233.33333333333334,2800.0,2808400.0,2,99.5,14554.0,5,2910.8,1400,1,1400.0,700.0,2,1,6,1,0,1,1,189885.76174452636,189885.76174452636,No
20,RL,63.0,13072,SawyerW,1Fam,1Story,6,5,2005.0,2006.0,None,0.0,3,3,No,1,0.0,1,0.0,1131.0,1131.0,1131,0,0,1131,0.0,0.0,1,1,3,1,6,0,0,None,1986.0,None,0.0,0.0,0,Y,0,39,0,0,0,0,0,5,VinylSd,VinylSd,None,RARE,New,Gable,Reg,Lvl,Gtl,PConc,0,1,1,1,0,1,0,0,1,1,0,0,0,6,125.66666666666667,11,30,1.5,1131.0,39,4011.0,6,9,9,7,12,2,0,0,30,33930,234,0.0,0.0,33930,169650,6.0,1.0,0.0,1.0,20.0,-19.0,0.08652080783353733,188.5,2262.0,2268786.0,1,39.0,15334.0,3,5111.333333333333,1131,1,1131.0,565.5,2,4,2,1,6,9,1,125753.98287897886,125753.98287897886,No
60,RL,65.0,7800,SawyerW,1Fam,2Story,7,5,2005.0,2005.0,BrkFace,172.0,3,3,No,1,0.0,1,0.0,891.0,891.0,891,795,0,1686,0.0,0.0,2,1,3,1,8,0,0,Attchd,2005.0,Fin,2.0,462.0,3,Y,144,101,0,0,0,0,0,5,VinylSd,VinylSd,None,Norm,WD,Gable,Reg,Lvl,Gtl,PConc,1,1,1,1,1,1,0,0,0,1,0,1,0,8,140.5,12,35,2.5,1686.0,245,4010.0,7,12,9,7,12,2,6,9,38,64068,1715,1204.0,2772.0,64068,320340,6.0,1.0,1.0,0.0,1.0,0.0,0.21615384615384614,210.75,2577.0,1786455.0,2,122.5,11011.0,5,2202.2,1686,2,843.0,445.5,2,7,9,3,0,1,1,192081.30161560728,192081.30161560728,No
60,RL,74.0,7632,SawyerW,1Fam,2Story,7,5,2005.0,2005.0,BrkFace,96.0,3,3,No,1,0.0,1,0.0,784.0,784.0,831,754,0,1585,0.0,0.0,2,1,3,1,7,0,0,Attchd,2005.0,RFn,2.0,449.0,3,Y,100,77,0,0,0,0,0,5,VinylSd,VinylSd,None,Norm,WD,Gable,IR1,Lvl,Gtl,PConc,1,1,1,1,1,1,0,0,0,1,0,1,0,8,144.0909090909091,12,35,2.5,1585.0,177,4010.0,7,12,9,7,12,2,6,9,38,60230,1239,672.0,2694.0,60230,301150,6.0,1.0,1.0,0.0,1.0,0.0,0.20767819706498952,226.42857142857142,2369.0,1571920.0,2,88.5,10546.0,5,2109.2,1585,2,792.5,392.0,2,7,9,3,0,1,1,182364.45435591982,182364.45435591982,No
60,RL,70.0,8304,SawyerW,1Fam,2Story,6,5,1997.0,1998.0,None,0.0,3,3,No,1,0.0,1,0.0,941.0,941.0,941,896,0,1837,0.0,0.0,2,1,3,1,7,0,0,Attchd,1997.0,RFn,2.0,688.0,3,Y,150,165,0,0,0,0,0,5,VinylSd,VinylSd,None,Norm,WD,Gable,IR1,Lvl,Gtl,PConc,0,1,1,1,1,1,1,0,0,1,0,1,0,8,167.0,11,30,2.5,1837.0,315,3995.0,6,9,9,7,12,2,6,9,35,64295,1890,0.0,4128.0,64295,321475,6.0,9.0,8.0,1.0,9.0,0.0,0.22121868978805395,262.42857142857144,2778.0,1880118.0,2,157.5,11770.0,4,2942.5,1837,2,918.5,470.5,2,7,9,3,5,9,1,184356.24982702054,184356.24982702054,No
60,RL,70.0,9370,SawyerW,1Fam,2Story,6,5,1992.0,1993.0,None,0.0,3,3,No,5,758.0,1,0.0,78.0,836.0,844,887,0,1731,1.0,0.0,2,1,3,1,7,0,0,Attchd,1992.0,RFn,2.0,462.0,3,Y,307,85,0,0,224,0,3000,5,HdBoard,HdBoard,None,Norm,WD,Gable,RARE,Lvl,Gtl,PConc,0,1,1,1,1,1,0,1,0,0,0,1,0,7,157.36363636363637,11,30,3.5,2489.0,616,3985.0,7,12,13,7,12,6,6,9,41,70971,4312,0.0,2772.0,70971,354855,2.0,14.0,13.0,1.0,14.0,0.0,0.18473852721451442,247.28571428571428,2567.0,1666148.0,3,205.33333333333334,12399.0,4,3099.75,1731,2,865.5,139.33333333333334,2,7,9,3,1,9,1,172030.79977145192,172030.79977145192,No
120,RL,50.0,7175,SawyerW,TwnhsE,1Story,6,5,1990.0,1991.0,None,0.0,3,3,No,6,904.0,1,0.0,494.0,1398.0,1398,0,0,1398,1.0,0.0,2,0,2,1,5,0,0,Attchd,1990.0,RFn,2.0,542.0,3,Y,0,46,0,0,0,0,0,5,Plywood,Plywood,None,Norm,WD,Gable,Reg,Lvl,Gtl,PConc,0,1,1,1,1,1,1,0,0,1,0,0,0,7,174.75,11,30,3.0,2302.0,46,3981.0,7,12,14,7,12,7,6,9,41,57318,322,0.0,3252.0,57318,286590,1.7142857142857142,16.0,15.0,1.0,16.0,0.0,0.1948432055749129,279.6,2796.0,2783418.0,1,46.0,10513.0,4,2628.25,1398,1,1398.0,199.71428571428572,2,1,6,1,6,9,1,168423.94343689224,168423.94343689224,No
120,RL,50.0,7175,SawyerW,TwnhsE,1Story,6,5,1991.0,1991.0,None,0.0,3,3,No,6,278.0,1,0.0,939.0,1217.0,1217,0,0,1217,0.0,0.0,2,0,2,1,5,0,0,Attchd,1991.0,RFn,2.0,484.0,3,Y,0,64,0,0,0,0,0,5,Plywood,Plywood,None,Norm,WD,Gable,Reg,Lvl,Gtl,PConc,0,1,1,1,1,1,0,0,0,1,0,0,0,6,152.125,11,30,2.0,1495.0,64,3982.0,7,12,14,7,12,7,6,9,41,49897,448,0.0,2904.0,49897,249485,1.7142857142857142,15.0,15.0,0.0,15.0,0.0,0.16961672473867595,243.4,2434.0,2423047.0,1,64.0,10093.0,4,2523.25,1217,1,1217.0,173.85714285714286,2,4,6,1,6,9,1,153423.81570914647,153423.81570914647,No
60,RL,62.8,9019,SawyerW,1Fam,2Story,6,5,1994.0,1994.0,None,0.0,3,3,No,5,274.0,1,0.0,362.0,636.0,636,684,0,1320,0.0,0.0,2,1,3,1,6,0,0,Attchd,1994.0,Fin,2.0,472.0,3,Y,0,40,0,0,0,0,0,5,VinylSd,VinylSd,None,RARE,WD,Gable,IR1,Lvl,Gtl,PConc,0,1,1,1,1,1,0,0,0,1,0,1,0,7,132.0,11,30,2.5,1594.0,40,3988.0,6,9,13,7,12,6,6,9,40,52800,240,0.0,2832.0,52800,264000,2.0,12.0,12.0,0.0,12.0,0.0,0.1463576893225413,220.0,1956.0,1268184.0,1,40.0,11447.0,4,2861.75,1320,2,660.0,106.0,2,3,9,9,6,9,1,146335.54270482025,146335.54270482025,No
20,RL,70.0,9100,Sawyer,1Fam,1Story,5,4,1962.0,1962.0,BrkFace,51.0,3,3,No,2,36.0,1,0.0,952.0,988.0,988,0,0,988,1.0,0.0,1,0,3,1,6,0,0,Detchd,1977.0,Unf,2.0,624.0,3,Y,0,0,0,0,0,0,0,3,Wd Sdng,Wd Sdng,None,RARE,WD,Hip,Reg,Lvl,Gtl,CBlock,1,1,1,1,0,1,0,0,0,1,0,0,0,6,123.5,9,20,2.0,1024.0,0,3924.0,6,9,9,6,9,3,6,9,34,33592,0,306.0,3744.0,33592,100776,3.0,44.0,44.0,0.0,29.0,15.0,0.10857142857142857,164.66666666666666,1976.0,1938456.0,0,0.0,11751.0,5,2350.2,988,1,988.0,329.3333333333333,1,2,6,7,6,2,0,123498.48477218389,123498.48477218389,No
90,RM,68.0,8927,Sawyer,Duplex,1.5Fin,6,6,1977.0,1977.0,None,0.0,4,0,None,0,0.0,0,0.0,0.0,0.0,1286,368,0,1654,0.0,0.0,2,0,4,2,10,0,0,Attchd,1977.0,RFn,2.0,528.0,3,Y,0,0,0,0,0,0,0,3,VinylSd,VinylSd,None,RARE,WD,Gable,Reg,Lvl,Gtl,CBlock,0,1,1,1,1,1,0,0,0,1,0,1,0,7,118.14285714285714,12,36,2.0,1654.0,0,3954.0,7,12,0,0,0,0,6,9,25,41350,0,0.0,3168.0,41350,124050,0.0,29.0,29.0,0.0,29.0,0.0,0.18528060938725216,165.4,1654.0,0.0,0,0.0,11109.0,3,3703.0,1654,2,827.0,0.0,3,9,9,0,6,3,0,121754.35492386774,121754.35492386774,No
20,RL,86.0,9240,Sawyer,1Fam,1Story,5,6,1962.0,2002.0,None,0.0,3,3,No,4,612.0,1,0.0,252.0,864.0,1211,0,0,1211,0.0,0.0,1,0,2,1,6,1,3,Detchd,1972.0,Unf,2.0,576.0,3,Y,161,0,0,0,0,0,0,3,HdBoard,HdBoard,None,Norm,WD,Hip,IR1,Lvl,Gtl,CBlock,0,1,1,0,0,1,1,0,0,1,0,0,1,5,151.375,11,30,1.0,1823.0,161,3964.0,6,9,11,6,9,5,6,9,35,42385,966,0.0,3456.0,42385,127155,1.8,44.0,4.0,40.0,34.0,10.0,0.13106060606060607,201.83333333333334,2075.0,1729728.0,1,161.0,11891.0,4,2972.75,1211,1,1211.0,172.8,3,4,6,1,0,0,0,139420.4695831617,139420.4695831617,No
20,RL,73.0,9308,Sawyer,1Fam,1Story,5,5,1965.0,1965.0,None,0.0,3,3,No,3,554.0,1,0.0,430.0,984.0,984,0,0,984,0.0,0.0,1,0,3,1,5,0,0,Attchd,1965.0,Unf,1.0,310.0,3,Y,0,0,0,0,0,0,0,3,HdBoard,HdBoard,None,RARE,WD,Gable,IR1,Lvl,Gtl,CBlock,0,1,1,1,1,1,1,0,0,1,0,0,0,7,140.57142857142858,10,25,1.0,1538.0,0,3930.0,6,9,10,6,9,4,6,9,33,32472,0,0.0,1860.0,32472,97416,2.25,41.0,41.0,0.0,41.0,0.0,0.10571551353674259,196.8,1968.0,1933560.0,0,0.0,11586.0,4,2896.5,984,1,984.0,246.0,2,2,2,7,6,7,0,121895.16828325039,121895.16828325039,No
